# interpolation 
# x qspline integ deriv
0.697 0.767605 0.65714 -0.957838
0.698 0.766646 0.657949 -0.960791
0.699 0.765684 0.658758 -0.963428
0.7 0.764719 0.659567 -0.96575
0.701 0.763752 0.660376 -0.967756
0.702 0.762784 0.661186 -0.969447
0.703 0.761814 0.661995 -0.970822
0.704 0.760842 0.662804 -0.971882
0.705 0.75987 0.663613 -0.972626
0.706 0.758897 0.664422 -0.973055
0.707 0.757924 0.665231 -0.973168
0.708 0.756951 0.66604 -0.972965
0.709 0.755978 0.666849 -0.972447
0.71 0.755006 0.667658 -0.971614
0.711 0.754035 0.668467 -0.970465
0.712 0.753065 0.669276 -0.969
0.713 0.752097 0.670085 -0.96722
0.714 0.751131 0.670894 -0.965124
0.715 0.750167 0.671703 -0.962713
0.716 0.749206 0.672512 -0.959986
0.717 0.748247 0.673321 -0.956944
0.718 0.747292 0.67413 -0.953587
0.719 0.74634 0.674939 -0.949913
0.72 0.745392 0.675748 -0.945924
0.721 0.744448 0.676557 -0.94162
0.722 0.743509 0.677366 -0.937
0.723 0.742574 0.678175 -0.932065
0.724 0.741645 0.678984 -0.926814
0.725 0.740721 0.679793 -0.921247
0.726 0.739803 0.680602 -0.915365
0.727 0.73889 0.681411 -0.909168
0.728 0.737984 0.68222 -0.902655
0.729 0.737085 0.683029 -0.895826
0.73 0.736193 0.683838 -0.888682
0.731 0.735308 0.684647 -0.881223
0.732 0.734431 0.685456 -0.873447
0.733 0.733561 0.686265 -0.865357
0.734 0.7327 0.687074 -0.856951
0.735 0.731847 0.687883 -0.848229
0.736 0.731004 0.688692 -0.839192
0.737 0.730169 0.689501 -0.829839
0.738 0.729344 0.69031 -0.82017
0.739 0.728529 0.691119 -0.810187
0.74 0.727724 0.691928 -0.799887
0.741 0.726929 0.692737 -0.789272
0.742 0.726145 0.693546 -0.778342
0.743 0.725373 0.694355 -0.767096
0.744 0.724611 0.695164 -0.755534
0.745 0.723862 0.695973 -0.743657
0.746 0.723124 0.696782 -0.731465
0.747 0.722399 0.697591 -0.718957
0.748 0.721686 0.6984 -0.706133
0.749 0.720987 0.699209 -0.692994
0.75 0.7203 0.700018 -0.679539
0.751 0.719628 0.700827 -0.665769
0.752 0.718969 0.701636 -0.651683
0.753 0.718324 0.702445 -0.637282
0.754 0.717694 0.703254 -0.622565
0.755 0.717079 0.704063 -0.607533
0.756 0.716479 0.704872 -0.592185
0.757 0.715895 0.705681 -0.576522
0.758 0.715326 0.70649 -0.560543
0.759 0.714774 0.707299 -0.544248
0.76 0.714238 0.708108 -0.527638
0.761 0.713719 0.708918 -0.510713
0.762 0.713217 0.709727 -0.493472
0.763 0.712732 0.710536 -0.475915
0.764 0.712265 0.711345 -0.458043
0.765 0.711816 0.712154 -0.439856
0.766 0.711385 0.712963 -0.421352
0.767 0.710973 0.713772 -0.402534
0.768 0.71058 0.714581 -0.383399
0.769 0.710207 0.71539 -0.36395
0.77 0.709853 0.716199 -0.344184
0.771 0.709519 0.717008 -0.324104
0.772 0.709205 0.717817 -0.303707
0.773 0.708911 0.718626 -0.282996
0.774 0.708639 0.719435 -0.261968
0.775 0.708387 0.720244 -0.240625
0.776 0.708158 0.721053 -0.218967
0.777 0.70795 0.721862 -0.196993
0.778 0.707764 0.722671 -0.174703
0.779 0.7076 0.72348 -0.152098
0.78 0.70746 0.724289 -0.129178
0.781 0.707342 0.725098 -0.105942
0.782 0.707248 0.725907 -0.0823901
0.783 0.707177 0.726716 -0.058523
0.784 0.707131 0.727525 -0.0343403
0.785 0.707109 0.728334 -0.00984211
0.786 0.707102 0.729082 -0.0173957
0.787 0.70707 0.729789 -0.0460042
0.788 0.70701 0.730496 -0.0742432
0.789 0.706921 0.731203 -0.102113
0.79 0.706806 0.73191 -0.129613
0.791 0.706662 0.732617 -0.156744
0.792 0.706492 0.733324 -0.183505
0.793 0.706295 0.734031 -0.209897
0.794 0.706073 0.734738 -0.235919
0.795 0.705824 0.735446 -0.261572
0.796 0.705549 0.736153 -0.286856
0.797 0.70525 0.73686 -0.31177
0.798 0.704926 0.737567 -0.336314
0.799 0.704578 0.738274 -0.36049
0.8 0.704205 0.738981 -0.384295
0.801 0.703809 0.739688 -0.407732
0.802 0.70339 0.740395 -0.430799
0.803 0.702948 0.741102 -0.453496
0.804 0.702483 0.74181 -0.475824
0.805 0.701996 0.742517 -0.497783
0.806 0.701488 0.743224 -0.519372
0.807 0.700958 0.743931 -0.540592
0.808 0.700407 0.744638 -0.561442
0.809 0.699835 0.745345 -0.581923
0.81 0.699243 0.746052 -0.602034
0.811 0.698631 0.746759 -0.621776
0.812 0.697999 0.747466 -0.641149
0.813 0.697349 0.748173 -0.660152
0.814 0.696679 0.748881 -0.678785
0.815 0.695991 0.749588 -0.69705
0.816 0.695285 0.750295 -0.714944
0.817 0.694561 0.751002 -0.73247
0.818 0.69382 0.751709 -0.749626
0.819 0.693062 0.752416 -0.766412
0.82 0.692288 0.753123 -0.782829
0.821 0.691497 0.75383 -0.798877
0.822 0.69069 0.754537 -0.814555
0.823 0.689868 0.755245 -0.829864
0.824 0.68903 0.755952 -0.844803
0.825 0.688178 0.756659 -0.859373
0.826 0.687312 0.757366 -0.873573
0.827 0.686431 0.758073 -0.887404
0.828 0.685537 0.75878 -0.900866
0.829 0.68463 0.759487 -0.913958
0.83 0.683709 0.760194 -0.92668
0.831 0.682776 0.760901 -0.939034
0.832 0.681831 0.761609 -0.951017
0.833 0.680875 0.762316 -0.962632
0.834 0.679906 0.763023 -0.973877
0.835 0.678927 0.76373 -0.984752
0.836 0.677937 0.764437 -0.995258
0.837 0.676937 0.765144 -1.00539
0.838 0.675926 0.765851 -1.01516
0.839 0.674906 0.766558 -1.02456
0.84 0.673877 0.767265 -1.03359
0.841 0.672839 0.767972 -1.04225
0.842 0.671793 0.76868 -1.05054
0.843 0.670738 0.769387 -1.05846
0.844 0.669676 0.770094 -1.06601
0.845 0.668606 0.770801 -1.07319
0.846 0.66753 0.771508 -1.08
0.847 0.666447 0.772215 -1.08644
0.848 0.665357 0.772922 -1.09251
0.849 0.664262 0.773629 -1.09822
0.85 0.663161 0.774336 -1.10355
0.851 0.662055 0.775044 -1.10852
0.852 0.660944 0.775751 -1.11311
0.853 0.659829 0.776458 -1.11734
0.854 0.658709 0.777165 -1.12119
0.855 0.657586 0.777872 -1.12468
0.856 0.65646 0.778579 -1.1278
0.857 0.655331 0.779286 -1.13055
0.858 0.654199 0.779993 -1.13292
0.859 0.653065 0.7807 -1.13493
0.86 0.651929 0.781407 -1.13657
0.861 0.650792 0.782115 -1.13784
0.862 0.649654 0.782822 -1.13874
0.863 0.648515 0.783529 -1.13927
0.864 0.647375 0.784236 -1.13944
0.865 0.646236 0.784943 -1.13923
0.866 0.645097 0.78565 -1.13865
0.867 0.643959 0.786357 -1.1377
0.868 0.642822 0.787064 -1.13639
0.869 0.641686 0.787771 -1.1347
0.87 0.640552 0.788479 -1.13265
0.871 0.639421 0.789186 -1.13022
0.872 0.638292 0.789893 -1.12743
0.873 0.637166 0.7906 -1.12427
0.874 0.636044 0.791307 -1.12073
0.875 0.634925 0.792014 -1.11683
0.876 0.63381 0.792721 -1.11256
0.877 0.6327 0.793428 -1.10792
0.878 0.631594 0.794135 -1.10291
0.879 0.630494 0.794843 -1.09753
0.88 0.6294 0.79555 -1.09178
0.881 0.628311 0.796257 -1.08566
0.882 0.627228 0.796964 -1.07917
0.883 0.626153 0.797671 -1.07232
0.884 0.625084 0.798378 -1.06509
0.885 0.624022 0.799085 -1.05749
0.886 0.622969 0.799792 -1.04953
0.887 0.621924 0.800499 -1.04119
0.888 0.620887 0.801206 -1.03249
0.889 0.619859 0.801914 -1.02341
0.89 0.61884 0.802621 -1.01397
0.891 0.617831 0.803328 -1.00416
0.892 0.616832 0.804035 -0.993975
0.893 0.615843 0.804742 -0.983423
0.894 0.614865 0.805449 -0.972502
0.895 0.613898 0.806156 -0.961211
0.896 0.612943 0.806863 -0.949551
0.897 0.611999 0.80757 -0.937521
0.898 0.611068 0.808278 -0.925122
0.899 0.610149 0.808985 -0.912354
0.9 0.609243 0.809692 -0.899216
0.901 0.608351 0.810399 -0.885709
0.902 0.607472 0.811106 -0.871832
0.903 0.606607 0.811813 -0.857586
0.904 0.605757 0.81252 -0.84297
0.905 0.604921 0.813227 -0.827985
0.906 0.604101 0.813934 -0.81263
0.907 0.603296 0.814642 -0.796906
0.908 0.602507 0.815349 -0.780813
0.909 0.601735 0.816056 -0.76435
0.91 0.600979 0.816763 -0.747518
0.911 0.60024 0.81747 -0.730316
0.912 0.599518 0.818177 -0.712745
0.913 0.598814 0.818884 -0.694804
0.914 0.598129 0.819591 -0.676494
0.915 0.597462 0.820298 -0.657815
0.916 0.596813 0.821005 -0.638766
0.917 0.596184 0.821713 -0.619347
0.918 0.595575 0.82242 -0.599559
0.919 0.594985 0.823127 -0.579402
0.92 0.594416 0.823834 -0.558876
0.921 0.593868 0.824541 -0.537979
0.922 0.59334 0.825248 -0.516714
0.923 0.592834 0.825955 -0.495079
0.924 0.59235 0.826662 -0.473075
0.925 0.591888 0.827369 -0.450701
0.926 0.591449 0.828077 -0.427957
0.927 0.591032 0.828784 -0.404845
0.928 0.590639 0.829491 -0.381363
0.929 0.59027 0.830198 -0.357511
0.93 0.589924 0.830905 -0.33329
0.931 0.589603 0.831612 -0.308699
0.932 0.589307 0.832319 -0.283739
0.933 0.589036 0.833026 -0.25841
0.934 0.58879 0.833733 -0.232711
0.935 0.588571 0.834441 -0.206643
0.936 0.588377 0.835148 -0.180205
0.937 0.58821 0.835855 -0.153398
0.938 0.588071 0.836562 -0.126222
0.939 0.587958 0.837269 -0.0986759
0.94 0.587873 0.837976 -0.0707605
0.941 0.587817 0.838683 -0.0424756
0.942 0.587789 0.83939 -0.0138213
0.943 0.587781 0.840035 -0.0169334
0.944 0.587748 0.840623 -0.0490449
0.945 0.587683 0.841211 -0.0807422
0.946 0.587586 0.841798 -0.112025
0.947 0.587459 0.842386 -0.142894
0.948 0.587301 0.842974 -0.173349
0.949 0.587112 0.843562 -0.203389
0.95 0.586894 0.84415 -0.233015
0.951 0.586647 0.844737 -0.262227
0.952 0.58637 0.845325 -0.291024
0.953 0.586065 0.845913 -0.319408
0.954 0.585731 0.846501 -0.347377
0.955 0.58537 0.847088 -0.374931
0.956 0.584981 0.847676 -0.402072
0.957 0.584566 0.848264 -0.428798
0.958 0.584124 0.848852 -0.45511
0.959 0.583656 0.84944 -0.481008
0.96 0.583162 0.850027 -0.506492
0.961 0.582643 0.850615 -0.531561
0.962 0.582099 0.851203 -0.556216
0.963 0.581531 0.851791 -0.580457
0.964 0.580938 0.852379 -0.604284
0.965 0.580322 0.852966 -0.627696
0.966 0.579683 0.853554 -0.650694
0.967 0.579021 0.854142 -0.673278
0.968 0.578337 0.85473 -0.695447
0.969 0.57763 0.855317 -0.717203
0.97 0.576902 0.855905 -0.738544
0.971 0.576153 0.856493 -0.759471
0.972 0.575384 0.857081 -0.779983
0.973 0.574594 0.857669 -0.800082
0.974 0.573784 0.858256 -0.819766
0.975 0.572954 0.858844 -0.839035
0.976 0.572106 0.859432 -0.857891
0.977 0.571239 0.86002 -0.876332
0.978 0.570353 0.860608 -0.894359
0.979 0.56945 0.861195 -0.911972
0.98 0.568529 0.861783 -0.929171
0.981 0.567592 0.862371 -0.945955
0.982 0.566638 0.862959 -0.962325
0.983 0.565667 0.863546 -0.978281
0.984 0.564681 0.864134 -0.993823
0.985 0.56368 0.864722 -1.00895
0.986 0.562663 0.86531 -1.02366
0.987 0.561633 0.865898 -1.03796
0.988 0.560588 0.866485 -1.05185
0.989 0.559529 0.867073 -1.06532
0.99 0.558457 0.867661 -1.07837
0.991 0.557372 0.868249 -1.09102
0.992 0.556275 0.868837 -1.10324
0.993 0.555166 0.869424 -1.11506
0.994 0.554045 0.870012 -1.12646
0.995 0.552913 0.8706 -1.13744
0.996 0.55177 0.871188 -1.14801
0.997 0.550617 0.871775 -1.15817
0.998 0.549454 0.872363 -1.16791
0.999 0.548282 0.872951 -1.17724
1 0.5471 0.873539 -1.18615
1.001 0.54591 0.874127 -1.19465
1.002 0.544711 0.874714 -1.20274
1.003 0.543504 0.875302 -1.21041
1.004 0.54229 0.87589 -1.21766
1.005 0.541069 0.876478 -1.22451
1.006 0.539841 0.877066 -1.23093
1.007 0.538607 0.877653 -1.23695
1.008 0.537367 0.878241 -1.24255
1.009 0.536122 0.878829 -1.24773
1.01 0.534872 0.879417 -1.2525
1.011 0.533617 0.880004 -1.25686
1.012 0.532359 0.880592 -1.2608
1.013 0.531096 0.88118 -1.26433
1.014 0.52983 0.881768 -1.26745
1.015 0.528561 0.882356 -1.27015
1.016 0.52729 0.882943 -1.27243
1.017 0.526016 0.883531 -1.2743
1.018 0.524741 0.884119 -1.27576
1.019 0.523465 0.884707 -1.2768
1.02 0.522188 0.885295 -1.27743
1.021 0.52091 0.885882 -1.27765
1.022 0.519633 0.88647 -1.27745
1.023 0.518356 0.887058 -1.27683
1.024 0.517079 0.887646 -1.2758
1.025 0.515804 0.888233 -1.27436
1.026 0.514531 0.888821 -1.2725
1.027 0.513259 0.889409 -1.27023
1.028 0.51199 0.889997 -1.26755
1.029 0.510724 0.890585 -1.26445
1.03 0.509462 0.891172 -1.26093
1.031 0.508203 0.89176 -1.25701
1.032 0.506948 0.892348 -1.25266
1.033 0.505697 0.892936 -1.24791
1.034 0.504452 0.893524 -1.24274
1.035 0.503212 0.894111 -1.23715
1.036 0.501978 0.894699 -1.23115
1.037 0.50075 0.895287 -1.22474
1.038 0.499529 0.895875 -1.21791
1.039 0.498314 0.896462 -1.21067
1.04 0.497107 0.89705 -1.20301
1.041 0.495908 0.897638 -1.19494
1.042 0.494718 0.898226 -1.18646
1.043 0.493536 0.898814 -1.17756
1.044 0.492363 0.899401 -1.16824
1.045 0.491199 0.899989 -1.15852
1.046 0.490046 0.900577 -1.14838
1.047 0.488903 0.901165 -1.13782
1.048 0.48777 0.901753 -1.12685
1.049 0.486649 0.90234 -1.11546
1.05 0.485539 0.902928 -1.10367
1.051 0.484442 0.903516 -1.09145
1.052 0.483357 0.904104 -1.07883
1.053 0.482284 0.904691 -1.06578
1.054 0.481225 0.905279 -1.05233
1.055 0.48018 0.905867 -1.03846
1.056 0.479148 0.906455 -1.02417
1.057 0.478132 0.907043 -1.00948
1.058 0.47713 0.90763 -0.994363
1.059 0.476143 0.908218 -0.978836
1.06 0.475172 0.908806 -0.962894
1.061 0.474217 0.909394 -0.946539
1.062 0.473279 0.909981 -0.929769
1.063 0.472358 0.910569 -0.912585
1.064 0.471454 0.911157 -0.894987
1.065 0.470568 0.911745 -0.876974
1.066 0.4697 0.912333 -0.858548
1.067 0.468851 0.91292 -0.839707
1.068 0.468021 0.913508 -0.820451
1.069 0.46721 0.914096 -0.800782
1.07 0.46642 0.914684 -0.780698
1.071 0.465649 0.915272 -0.7602
1.072 0.464899 0.915859 -0.739288
1.073 0.464171 0.916447 -0.717961
1.074 0.463464 0.917035 -0.696221
1.075 0.462778 0.917623 -0.674066
1.076 0.462116 0.91821 -0.651496
1.077 0.461476 0.918798 -0.628513
1.078 0.460859 0.919386 -0.605115
1.079 0.460265 0.919974 -0.581303
1.08 0.459696 0.920562 -0.557077
1.081 0.459151 0.921149 -0.532437
1.082 0.458631 0.921737 -0.507382
1.083 0.458137 0.922325 -0.481913
1.084 0.457668 0.922913 -0.45603
1.085 0.457225 0.923501 -0.429732
1.086 0.456808 0.924088 -0.40302
1.087 0.456419 0.924676 -0.375895
1.088 0.456057 0.925264 -0.348354
1.089 0.455722 0.925852 -0.3204
1.09 0.455416 0.926439 -0.292031
1.091 0.455138 0.927027 -0.263248
1.092 0.45489 0.927615 -0.234051
1.093 0.454671 0.928203 -0.20444
1.094 0.454481 0.928791 -0.174414
1.095 0.454322 0.929378 -0.143974
1.096 0.454193 0.929966 -0.11312
1.097 0.454096 0.930554 -0.0818512
1.098 0.45403 0.931142 -0.0501685
1.099 0.453996 0.93173 -0.0180716
1.1 0.453987 0.932258 -0.0155582
1.101 0.453954 0.932712 -0.0503884
1.102 0.453886 0.933166 -0.0847698
1.103 0.453785 0.93362 -0.118702
1.104 0.453649 0.934074 -0.152186
1.105 0.45348 0.934528 -0.185221
1.106 0.453279 0.934982 -0.217807
1.107 0.453045 0.935436 -0.249944
1.108 0.452779 0.93589 -0.281632
1.109 0.452482 0.936344 -0.312871
1.11 0.452154 0.936798 -0.343662
1.111 0.451795 0.937252 -0.374004
1.112 0.451406 0.937706 -0.403896
1.113 0.450987 0.93816 -0.43334
1.114 0.450539 0.938614 -0.462335
1.115 0.450063 0.939068 -0.490882
1.116 0.449558 0.939522 -0.518979
1.117 0.449025 0.939976 -0.546627
1.118 0.448464 0.94043 -0.573827
1.119 0.447877 0.940884 -0.600578
1.12 0.447263 0.941338 -0.62688
1.121 0.446624 0.941792 -0.652733
1.122 0.445958 0.942246 -0.678137
1.123 0.445267 0.9427 -0.703092
1.124 0.444552 0.943154 -0.727599
1.125 0.443812 0.943608 -0.751657
1.126 0.443049 0.944062 -0.775265
1.127 0.442262 0.944516 -0.798425
1.128 0.441452 0.94497 -0.821136
1.129 0.44062 0.945424 -0.843398
1.13 0.439766 0.945878 -0.865212
1.131 0.43889 0.946332 -0.886576
1.132 0.437993 0.946786 -0.907492
1.133 0.437075 0.94724 -0.927959
1.134 0.436137 0.947694 -0.947976
1.135 0.435179 0.948148 -0.967546
1.136 0.434202 0.948602 -0.986666
1.137 0.433206 0.949056 -1.00534
1.138 0.432191 0.94951 -1.02356
1.139 0.431159 0.949964 -1.04133
1.14 0.430109 0.950418 -1.05866
1.141 0.429042 0.950872 -1.07553
1.142 0.427958 0.951326 -1.09196
1.143 0.426858 0.95178 -1.10794
1.144 0.425742 0.952234 -1.12347
1.145 0.424611 0.952688 -1.13855
1.146 0.423465 0.953142 -1.15318
1.147 0.422305 0.953596 -1.16736
1.148 0.421131 0.95405 -1.1811
1.149 0.419943 0.954504 -1.19438
1.15 0.418742 0.954958 -1.20722
1.151 0.417529 0.955412 -1.21961
1.152 0.416303 0.955866 -1.23154
1.153 0.415066 0.95632 -1.24303
1.154 0.413817 0.956774 -1.25407
1.155 0.412558 0.957228 -1.26467
1.156 0.411288 0.957682 -1.27481
1.157 0.410008 0.958136 -1.2845
1.158 0.408719 0.95859 -1.29375
1.159 0.407421 0.959044 -1.30254
1.16 0.406114 0.959498 -1.31089
1.161 0.404799 0.959952 -1.31879
1.162 0.403477 0.960406 -1.32624
1.163 0.402147 0.96086 -1.33324
1.164 0.40081 0.961314 -1.33979
1.165 0.399467 0.961768 -1.3459
1.166 0.398119 0.962221 -1.35155
1.167 0.396764 0.962675 -1.35676
1.168 0.395405 0.963129 -1.36151
1.169 0.394042 0.963583 -1.36582
1.17 0.392674 0.964037 -1.36968
1.171 0.391302 0.964491 -1.37309
1.172 0.389928 0.964945 -1.37605
1.173 0.38855 0.965399 -1.37856
1.174 0.387171 0.965853 -1.38063
1.175 0.385789 0.966307 -1.38224
1.176 0.384406 0.966761 -1.38341
1.177 0.383023 0.967215 -1.38412
1.178 0.381638 0.967669 -1.38439
1.179 0.380254 0.968123 -1.38421
1.18 0.37887 0.968577 -1.38358
1.181 0.377487 0.969031 -1.3825
1.182 0.376105 0.969485 -1.38098
1.183 0.374725 0.969939 -1.379
1.184 0.373347 0.970393 -1.37658
1.185 0.371972 0.970847 -1.3737
1.186 0.3706 0.971301 -1.37038
1.187 0.369232 0.971755 -1.36661
1.188 0.367867 0.972209 -1.36239
1.189 0.366507 0.972663 -1.35772
1.19 0.365152 0.973117 -1.3526
1.191 0.363802 0.973571 -1.34703
1.192 0.362458 0.974025 -1.34102
1.193 0.36112 0.974479 -1.33455
1.194 0.359789 0.974933 -1.32764
1.195 0.358465 0.975387 -1.32027
1.196 0.357149 0.975841 -1.31246
1.197 0.35584 0.976295 -1.3042
1.198 0.35454 0.976749 -1.29549
1.199 0.353249 0.977203 -1.28634
1.2 0.351968 0.977657 -1.27673
1.201 0.350696 0.978111 -1.26667
1.202 0.349435 0.978565 -1.25617
1.203 0.348184 0.979019 -1.24522
1.204 0.346944 0.979473 -1.23381
1.205 0.345716 0.979927 -1.22196
1.206 0.3445 0.980381 -1.20966
1.207 0.343297 0.980835 -1.19691
1.208 0.342107 0.981289 -1.18372
1.209 0.34093 0.981743 -1.17007
1.21 0.339767 0.982197 -1.15597
1.211 0.338618 0.982651 -1.14143
1.212 0.337484 0.983105 -1.12644
1.213 0.336365 0.983559 -1.11099
1.214 0.335262 0.984013 -1.0951
1.215 0.334175 0.984467 -1.07876
1.216 0.333105 0.984921 -1.06198
1.217 0.332052 0.985375 -1.04474
1.218 0.331016 0.985829 -1.02705
1.219 0.329998 0.986283 -1.00892
1.22 0.328998 0.986737 -0.990332
1.221 0.328017 0.987191 -0.971299
1.222 0.327055 0.987645 -0.951818
1.223 0.326114 0.988099 -0.931887
1.224 0.325192 0.988553 -0.911508
1.225 0.324291 0.989007 -0.890679
1.226 0.323411 0.989461 -0.869402
1.227 0.322552 0.989915 -0.847676
1.228 0.321715 0.990369 -0.825501
1.229 0.320901 0.990823 -0.802877
1.23 0.32011 0.991277 -0.779805
1.231 0.319342 0.991731 -0.756283
1.232 0.318597 0.992185 -0.732313
1.233 0.317877 0.992639 -0.707894
1.234 0.317182 0.993093 -0.683026
1.235 0.316511 0.993547 -0.657709
1.236 0.315866 0.994001 -0.631943
1.237 0.315248 0.994455 -0.605729
1.238 0.314655 0.994909 -0.579065
1.239 0.31409 0.995363 -0.551953
1.24 0.313551 0.995817 -0.524392
1.241 0.313041 0.996271 -0.496381
1.242 0.312559 0.996725 -0.467923
1.243 0.312105 0.997179 -0.439015
1.244 0.311681 0.997633 -0.409658
1.245 0.311286 0.998087 -0.379853
1.246 0.310921 0.998541 -0.349598
1.247 0.310587 0.998995 -0.318895
1.248 0.310284 0.999449 -0.287743
1.249 0.310012 0.999903 -0.256142
1.25 0.309772 1.00036 -0.224092
1.251 0.309564 1.00081 -0.191594
1.252 0.309389 1.00126 -0.158646
1.253 0.309247 1.00172 -0.12525
1.254 0.309138 1.00217 -0.0914045
1.255 0.309064 1.00263 -0.0571104
1.256 0.309024 1.00308 -0.0223675
1.257 0.309015 1.00348 -0.0134352
1.258 0.308983 1.00379 -0.0501312
1.259 0.308914 1.0041 -0.0863547
1.26 0.30881 1.00441 -0.122106
1.261 0.30867 1.00472 -0.157385
1.262 0.308496 1.00503 -0.192191
1.263 0.308286 1.00534 -0.226525
1.264 0.308043 1.00565 -0.260386
1.265 0.307766 1.00595 -0.293775
1.266 0.307455 1.00626 -0.326692
1.267 0.307112 1.00657 -0.359136
1.268 0.306737 1.00688 -0.391108
1.269 0.30633 1.00719 -0.422607
1.27 0.305892 1.0075 -0.453634
1.271 0.305423 1.00781 -0.484189
1.272 0.304924 1.00812 -0.514271
1.273 0.304395 1.00843 -0.54388
1.274 0.303836 1.00874 -0.573018
1.275 0.303249 1.00904 -0.601682
1.276 0.302633 1.00935 -0.629875
1.277 0.301989 1.00966 -0.657595
1.278 0.301318 1.00997 -0.684842
1.279 0.30062 1.01028 -0.711618
1.28 0.299895 1.01059 -0.73792
1.281 0.299144 1.0109 -0.763751
1.282 0.298368 1.01121 -0.789109
1.283 0.297566 1.01152 -0.813994
1.284 0.29674 1.01183 -0.838407
1.285 0.295889 1.01213 -0.862348
1.286 0.295015 1.01244 -0.885816
1.287 0.294118 1.01275 -0.908812
1.288 0.293198 1.01306 -0.931335
1.289 0.292255 1.01337 -0.953386
1.29 0.291291 1.01368 -0.974965
1.291 0.290306 1.01399 -0.996071
1.292 0.289299 1.0143 -1.0167
1.293 0.288272 1.01461 -1.03687
1.294 0.287226 1.01492 -1.05656
1.295 0.286159 1.01522 -1.07577
1.296 0.285074 1.01553 -1.09452
1.297 0.283971 1.01584 -1.11279
1.298 0.282849 1.01615 -1.13059
1.299 0.28171 1.01646 -1.14791
1.3 0.280553 1.01677 -1.16477
1.301 0.27938 1.01708 -1.18115
1.302 0.278191 1.01739 -1.19706
1.303 0.276986 1.0177 -1.2125
1.304 0.275766 1.01801 -1.22746
1.305 0.274531 1.01831 -1.24195
1.306 0.273282 1.01862 -1.25597
1.307 0.27202 1.01893 -1.26952
1.308 0.270744 1.01924 -1.2826
1.309 0.269455 1.01955 -1.2952
1.31 0.268153 1.01986 -1.30733
1.311 0.26684 1.02017 -1.31899
1.312 0.265515 1.02048 -1.33017
1.313 0.26418 1.02079 -1.34088
1.314 0.262834 1.0211 -1.35113
1.315 0.261478 1.0214 -1.36089
1.316 0.260112 1.02171 -1.37019
1.317 0.258738 1.02202 -1.37901
1.318 0.257354 1.02233 -1.38736
1.319 0.255963 1.02264 -1.39524
1.32 0.254564 1.02295 -1.40265
1.321 0.253158 1.02326 -1.40958
1.322 0.251745 1.02357 -1.41604
1.323 0.250326 1.02388 -1.42203
1.324 0.248901 1.02419 -1.42755
1.325 0.247471 1.0245 -1.43259
1.326 0.246036 1.0248 -1.43716
1.327 0.244597 1.02511 -1.44126
1.328 0.243154 1.02542 -1.44489
1.329 0.241707 1.02573 -1.44804
1.33 0.240258 1.02604 -1.45073
1.331 0.238806 1.02635 -1.45293
1.332 0.237352 1.02666 -1.45467
1.333 0.235897 1.02697 -1.45594
1.334 0.23444 1.02728 -1.45673
1.335 0.232983 1.02759 -1.45705
1.336 0.231526 1.02789 -1.4569
1.337 0.23007 1.0282 -1.45627
1.338 0.228614 1.02851 -1.45517
1.339 0.22716 1.02882 -1.4536
1.34 0.225707 1.02913 -1.45156
1.341 0.224257 1.02944 -1.44905
1.342 0.222809 1.02975 -1.44606
1.343 0.221365 1.03006 -1.4426
1.344 0.219924 1.03037 -1.43867
1.345 0.218488 1.03068 -1.43426
1.346 0.217056 1.03098 -1.42939
1.347 0.215629 1.03129 -1.42404
1.348 0.214208 1.0316 -1.41822
1.349 0.212793 1.03191 -1.41192
1.35 0.211384 1.03222 -1.40515
1.351 0.209982 1.03253 -1.39792
1.352 0.208588 1.03284 -1.3902
1.353 0.207202 1.03315 -1.38202
1.354 0.205824 1.03346 -1.37336
1.355 0.204456 1.03377 -1.36424
1.356 0.203096 1.03407 -1.35464
1.357 0.201747 1.03438 -1.34456
1.358 0.200407 1.03469 -1.33402
1.359 0.199079 1.035 -1.323
1.36 0.197761 1.03531 -1.31151
1.361 0.196456 1.03562 -1.29954
1.362 0.195162 1.03593 -1.28711
1.363 0.193882 1.03624 -1.2742
1.364 0.192614 1.03655 -1.26082
1.365 0.19136 1.03686 -1.24697
1.366 0.19012 1.03716 -1.23264
1.367 0.188895 1.03747 -1.21784
1.368 0.187685 1.03778 -1.20257
1.369 0.18649 1.03809 -1.18683
1.37 0.185311 1.0384 -1.17062
1.371 0.184149 1.03871 -1.15393
1.372 0.183004 1.03902 -1.13677
1.373 0.181876 1.03933 -1.11914
1.374 0.180766 1.03964 -1.10103
1.375 0.179674 1.03995 -1.08246
1.376 0.178601 1.04026 -1.06341
1.377 0.177547 1.04056 -1.04389
1.378 0.176513 1.04087 -1.02389
1.379 0.1755 1.04118 -1.00342
1.38 0.174507 1.04149 -0.982485
1.381 0.173535 1.0418 -0.961074
1.382 0.172585 1.04211 -0.93919
1.383 0.171656 1.04242 -0.916834
1.384 0.170751 1.04273 -0.894005
1.385 0.169869 1.04304 -0.870704
1.386 0.16901 1.04335 -0.84693
1.387 0.168175 1.04365 -0.822684
1.388 0.167365 1.04396 -0.797966
1.389 0.166579 1.04427 -0.772775
1.39 0.165819 1.04458 -0.747112
1.391 0.165085 1.04489 -0.720976
1.392 0.164377 1.0452 -0.694368
1.393 0.163696 1.04551 -0.667288
1.394 0.163043 1.04582 -0.639735
