# interpolation 
# x qspline integ deriv
0.69 0.762334 0.638538 -0.686972
0.691 0.761648 0.639296 -0.684707
0.692 0.760965 0.640053 -0.682441
0.693 0.760283 0.640808 -0.680176
0.694 0.759604 0.641564 -0.67791
0.695 0.758927 0.642318 -0.675645
0.696 0.758253 0.643071 -0.673379
0.697 0.757581 0.643824 -0.671114
0.698 0.756911 0.644576 -0.668849
0.699 0.756243 0.645327 -0.666583
0.7 0.755578 0.646077 -0.664318
0.701 0.754914 0.646826 -0.662052
0.702 0.754253 0.647575 -0.659787
0.703 0.753595 0.648323 -0.657521
0.704 0.752938 0.649069 -0.655256
0.705 0.752284 0.649815 -0.652991
0.706 0.751632 0.650561 -0.650725
0.707 0.750983 0.651305 -0.64846
0.708 0.750336 0.652049 -0.646194
0.709 0.74969 0.652791 -0.643929
0.71 0.749048 0.653533 -0.641663
0.711 0.748407 0.654274 -0.639398
0.712 0.747769 0.655015 -0.637132
0.713 0.747133 0.655754 -0.634867
0.714 0.746499 0.656493 -0.632602
0.715 0.745868 0.65723 -0.630336
0.716 0.745238 0.657967 -0.628071
0.717 0.744612 0.658703 -0.625805
0.718 0.743987 0.659439 -0.62354
0.719 0.743364 0.660173 -0.621274
0.72 0.742744 0.660907 -0.619009
0.721 0.742126 0.66164 -0.616744
0.722 0.741511 0.662372 -0.614478
0.723 0.740897 0.663103 -0.612213
0.724 0.740286 0.663833 -0.609947
0.725 0.739678 0.664563 -0.607682
0.726 0.739071 0.665291 -0.605416
0.727 0.738467 0.666019 -0.603151
0.728 0.737865 0.666746 -0.600885
0.729 0.737265 0.667472 -0.59862
0.73 0.736667 0.668198 -0.596355
0.731 0.736072 0.668922 -0.594089
0.732 0.735479 0.669646 -0.591824
0.733 0.734889 0.670369 -0.589558
0.734 0.7343 0.671091 -0.587293
0.735 0.733714 0.671812 -0.585027
0.736 0.73313 0.672533 -0.582762
0.737 0.732548 0.673252 -0.580497
0.738 0.731969 0.673971 -0.578231
0.739 0.731392 0.674689 -0.575966
0.74 0.730817 0.675406 -0.5737
0.741 0.730245 0.676122 -0.571435
0.742 0.729674 0.676838 -0.569169
0.743 0.729106 0.677552 -0.566904
0.744 0.728541 0.678266 -0.564638
0.745 0.727977 0.678979 -0.562373
0.746 0.727416 0.679691 -0.560108
0.747 0.726857 0.680403 -0.557842
0.748 0.7263 0.681113 -0.555577
0.749 0.725746 0.681823 -0.553311
0.75 0.725193 0.682532 -0.551046
0.751 0.724644 0.68324 -0.54878
0.752 0.724096 0.683947 -0.546515
0.753 0.723551 0.684653 -0.54425
0.754 0.723007 0.685359 -0.541984
0.755 0.722467 0.686063 -0.539719
0.756 0.721928 0.686767 -0.537453
0.757 0.721392 0.68747 -0.535188
0.758 0.720858 0.688172 -0.532922
0.759 0.720326 0.688874 -0.530657
0.76 0.719796 0.689574 -0.528392
0.761 0.719269 0.690274 -0.526126
0.762 0.718744 0.690973 -0.523861
0.763 0.718221 0.691671 -0.521595
0.764 0.717701 0.692368 -0.51933
0.765 0.717183 0.693065 -0.517064
0.766 0.716667 0.69376 -0.514799
0.767 0.716153 0.694455 -0.512533
0.768 0.715642 0.695149 -0.510268
0.769 0.715133 0.695842 -0.508003
0.77 0.714626 0.696535 -0.505737
0.771 0.714121 0.697226 -0.503472
0.772 0.713619 0.697917 -0.501206
0.773 0.713119 0.698607 -0.498941
0.774 0.712621 0.699296 -0.496675
0.775 0.712125 0.699984 -0.49441
0.776 0.711632 0.700671 -0.492145
0.777 0.711141 0.701358 -0.489879
0.778 0.710652 0.702043 -0.487614
0.779 0.710166 0.702728 -0.485348
0.78 0.709682 0.703412 -0.483083
0.781 0.7092 0.704095 -0.480817
0.782 0.70872 0.704778 -0.478552
0.783 0.708242 0.705459 -0.476286
0.784 0.707767 0.70614 -0.474021
0.785 0.707294 0.70682 -0.471756
0.786 0.706823 0.707516 -0.473066
0.787 0.706348 0.708222 -0.476743
0.788 0.705869 0.708929 -0.48042
0.789 0.705387 0.709634 -0.484097
0.79 0.704901 0.710339 -0.487773
0.791 0.704411 0.711044 -0.49145
0.792 0.703918 0.711748 -0.495127
0.793 0.703421 0.712452 -0.498804
0.794 0.702921 0.713155 -0.50248
0.795 0.702416 0.713858 -0.506157
0.796 0.701908 0.714561 -0.509834
0.797 0.701397 0.715262 -0.513511
0.798 0.700881 0.715964 -0.517187
0.799 0.700362 0.716665 -0.520864
0.8 0.699839 0.717365 -0.524541
0.801 0.699313 0.718065 -0.528218
0.802 0.698783 0.718765 -0.531894
0.803 0.698249 0.719464 -0.535571
0.804 0.697712 0.720162 -0.539248
0.805 0.697171 0.720861 -0.542925
0.806 0.696626 0.721558 -0.546601
0.807 0.696078 0.722255 -0.550278
0.808 0.695526 0.722952 -0.553955
0.809 0.69497 0.723648 -0.557631
0.81 0.69441 0.724344 -0.561308
0.811 0.693847 0.725039 -0.564985
0.812 0.69328 0.725734 -0.568662
0.813 0.69271 0.726428 -0.572338
0.814 0.692136 0.727122 -0.576015
0.815 0.691558 0.727816 -0.579692
0.816 0.690976 0.728509 -0.583369
0.817 0.690391 0.729201 -0.587045
0.818 0.689802 0.729893 -0.590722
0.819 0.68921 0.730585 -0.594399
0.82 0.688613 0.731276 -0.598076
0.821 0.688013 0.731966 -0.601752
0.822 0.68741 0.732656 -0.605429
0.823 0.686803 0.733346 -0.609106
0.824 0.686192 0.734035 -0.612783
0.825 0.685577 0.734724 -0.616459
0.826 0.684959 0.735412 -0.620136
0.827 0.684337 0.7361 -0.623813
0.828 0.683711 0.736787 -0.62749
0.829 0.683082 0.737474 -0.631166
0.83 0.682449 0.73816 -0.634843
0.831 0.681812 0.738846 -0.63852
0.832 0.681172 0.739532 -0.642197
0.833 0.680528 0.740217 -0.645873
0.834 0.67988 0.740901 -0.64955
0.835 0.679229 0.741585 -0.653227
0.836 0.678573 0.742268 -0.656904
0.837 0.677915 0.742952 -0.66058
0.838 0.677252 0.743634 -0.664257
0.839 0.676586 0.744316 -0.667934
0.84 0.675916 0.744998 -0.671611
0.841 0.675243 0.745679 -0.675287
0.842 0.674566 0.74636 -0.678964
0.843 0.673885 0.74704 -0.682641
0.844 0.673201 0.74772 -0.686318
0.845 0.672512 0.748399 -0.689994
0.846 0.671821 0.749078 -0.693671
0.847 0.671125 0.749756 -0.697348
0.848 0.670426 0.750434 -0.701025
0.849 0.669723 0.751111 -0.704701
0.85 0.669017 0.751788 -0.708378
0.851 0.668306 0.752465 -0.712055
0.852 0.667592 0.753141 -0.715732
0.853 0.666875 0.753816 -0.719408
0.854 0.666154 0.754491 -0.723085
0.855 0.665429 0.755166 -0.726762
0.856 0.6647 0.75584 -0.730439
0.857 0.663968 0.756514 -0.734115
0.858 0.663232 0.757187 -0.737792
0.859 0.662492 0.757859 -0.741469
0.86 0.661749 0.758532 -0.745145
0.861 0.661002 0.759203 -0.748822
0.862 0.660251 0.759875 -0.752499
0.863 0.659497 0.760545 -0.756176
0.864 0.658739 0.761216 -0.759852
0.865 0.657977 0.761886 -0.763529
0.866 0.657212 0.762555 -0.767206
0.867 0.656443 0.763224 -0.770883
0.868 0.65567 0.763892 -0.774559
0.869 0.654894 0.76456 -0.778236
0.87 0.654114 0.765228 -0.781913
0.871 0.65333 0.765895 -0.78559
0.872 0.652542 0.766561 -0.789266
0.873 0.651751 0.767228 -0.792943
0.874 0.650957 0.767893 -0.79662
0.875 0.650158 0.768558 -0.800297
0.876 0.649356 0.769223 -0.803973
0.877 0.64855 0.769887 -0.80765
0.878 0.647741 0.770551 -0.811327
0.879 0.646927 0.771214 -0.815004
0.88 0.646111 0.771877 -0.81868
0.881 0.64529 0.772539 -0.822357
0.882 0.644466 0.773201 -0.826034
0.883 0.643638 0.773863 -0.829711
0.884 0.642807 0.774524 -0.833387
0.885 0.641971 0.775184 -0.837064
0.886 0.641132 0.775844 -0.840741
0.887 0.64029 0.776503 -0.844418
0.888 0.639444 0.777162 -0.848094
0.889 0.638594 0.777821 -0.851771
0.89 0.63774 0.778479 -0.855448
0.891 0.636883 0.779137 -0.859125
0.892 0.636022 0.779794 -0.862801
0.893 0.635157 0.780451 -0.866478
0.894 0.634289 0.781107 -0.870155
0.895 0.633417 0.781763 -0.873832
0.896 0.632541 0.782418 -0.877508
0.897 0.631662 0.783073 -0.881185
0.898 0.630779 0.783727 -0.884862
0.899 0.629892 0.784381 -0.888539
0.9 0.629002 0.785034 -0.892215
0.901 0.628108 0.785687 -0.895892
0.902 0.62721 0.786339 -0.899569
0.903 0.626308 0.786991 -0.903246
0.904 0.625403 0.787643 -0.906922
0.905 0.624495 0.788294 -0.910599
0.906 0.623582 0.788945 -0.914276
0.907 0.622666 0.789595 -0.917953
0.908 0.621746 0.790244 -0.921629
0.909 0.620823 0.790893 -0.925306
0.91 0.619896 0.791542 -0.928983
0.911 0.618965 0.79219 -0.932659
0.912 0.61803 0.792838 -0.936336
0.913 0.617092 0.793485 -0.940013
0.914 0.61615 0.794132 -0.94369
0.915 0.615205 0.794778 -0.947366
0.916 0.614256 0.795424 -0.951043
0.917 0.613303 0.79607 -0.95472
0.918 0.612346 0.796714 -0.958397
0.919 0.611386 0.797359 -0.962073
0.92 0.610422 0.798003 -0.96575
0.921 0.609454 0.798646 -0.969427
0.922 0.608483 0.799289 -0.973104
0.923 0.607508 0.799932 -0.97678
0.924 0.60653 0.800574 -0.980457
0.925 0.605547 0.801216 -0.984134
0.926 0.604561 0.801857 -0.987811
0.927 0.603572 0.802497 -0.991487
0.928 0.602578 0.803138 -0.995164
0.929 0.601581 0.803777 -0.998841
0.93 0.600581 0.804417 -1.00252
0.931 0.599576 0.805055 -1.00619
0.932 0.598568 0.805694 -1.00987
0.933 0.597557 0.806332 -1.01355
0.934 0.596541 0.806969 -1.01722
0.935 0.595522 0.807606 -1.0209
0.936 0.594499 0.808242 -1.02458
0.937 0.593473 0.808878 -1.02825
0.938 0.592443 0.809514 -1.03193
0.939 0.591409 0.810149 -1.03561
0.94 0.590372 0.810783 -1.03929
0.941 0.589331 0.811417 -1.04296
0.942 0.588286 0.812051 -1.04664
0.943 0.587238 0.81266 -1.04709
0.944 0.586192 0.813247 -1.04458
0.945 0.585149 0.813833 -1.04208
0.946 0.584108 0.814417 -1.03958
0.947 0.58307 0.815001 -1.03707
0.948 0.582034 0.815583 -1.03457
0.949 0.581001 0.816165 -1.03207
0.95 0.57997 0.816745 -1.02956
0.951 0.578942 0.817325 -1.02706
0.952 0.577916 0.817903 -1.02456
0.953 0.576892 0.81848 -1.02205
0.954 0.575872 0.819057 -1.01955
0.955 0.574853 0.819632 -1.01704
0.956 0.573838 0.820206 -1.01454
0.957 0.572824 0.820779 -1.01204
0.958 0.571813 0.821351 -1.00953
0.959 0.570805 0.821922 -1.00703
0.96 0.569799 0.822492 -1.00453
0.961 0.568796 0.823061 -1.00202
0.962 0.567795 0.823629 -0.99952
0.963 0.566797 0.824195 -0.997016
0.964 0.565801 0.824761 -0.994513
0.965 0.564808 0.825326 -0.992009
0.966 0.563817 0.82589 -0.989505
0.967 0.562829 0.826452 -0.987002
0.968 0.561843 0.827014 -0.984498
0.969 0.56086 0.827574 -0.981995
0.97 0.559879 0.828134 -0.979491
0.971 0.558901 0.828692 -0.976987
0.972 0.557925 0.829249 -0.974484
0.973 0.556952 0.829806 -0.97198
0.974 0.555981 0.830361 -0.969477
0.975 0.555013 0.830915 -0.966973
0.976 0.554047 0.831468 -0.964469
0.977 0.553084 0.83202 -0.961966
0.978 0.552123 0.832572 -0.959462
0.979 0.551165 0.833122 -0.956959
0.98 0.55021 0.833671 -0.954455
0.981 0.549256 0.834218 -0.951952
0.982 0.548306 0.834765 -0.949448
0.983 0.547357 0.835311 -0.946944
0.984 0.546412 0.835856 -0.944441
0.985 0.545469 0.8364 -0.941937
0.986 0.544528 0.836942 -0.939434
0.987 0.54359 0.837484 -0.93693
0.988 0.542654 0.838025 -0.934426
0.989 0.541721 0.838564 -0.931923
0.99 0.54079 0.839103 -0.929419
0.991 0.539862 0.83964 -0.926916
0.992 0.538936 0.840176 -0.924412
0.993 0.538013 0.840712 -0.921908
0.994 0.537093 0.841246 -0.919405
0.995 0.536174 0.841779 -0.916901
0.996 0.535259 0.842311 -0.914398
0.997 0.534346 0.842843 -0.911894
0.998 0.533435 0.843373 -0.909391
0.999 0.532527 0.843902 -0.906887
1 0.531621 0.84443 -0.904383
1.001 0.530718 0.844957 -0.90188
1.002 0.529817 0.845483 -0.899376
1.003 0.528919 0.846008 -0.896873
1.004 0.528024 0.846531 -0.894369
1.005 0.527131 0.847054 -0.891865
1.006 0.52624 0.847576 -0.889362
1.007 0.525352 0.848096 -0.886858
1.008 0.524466 0.848616 -0.884355
1.009 0.523583 0.849135 -0.881851
1.01 0.522703 0.849652 -0.879347
1.011 0.521824 0.850169 -0.876844
1.012 0.520949 0.850684 -0.87434
1.013 0.520076 0.851198 -0.871837
1.014 0.519205 0.851712 -0.869333
1.015 0.518337 0.852224 -0.866829
1.016 0.517472 0.852735 -0.864326
1.017 0.516608 0.853245 -0.861822
1.018 0.515748 0.853755 -0.859319
1.019 0.51489 0.854263 -0.856815
1.02 0.514034 0.85477 -0.854312
1.021 0.513181 0.855276 -0.851808
1.022 0.512331 0.855781 -0.849304
1.023 0.511483 0.856285 -0.846801
1.024 0.510637 0.856787 -0.844297
1.025 0.509794 0.857289 -0.841794
1.026 0.508953 0.85779 -0.83929
1.027 0.508115 0.85829 -0.836786
1.028 0.50728 0.858788 -0.834283
1.029 0.506447 0.859286 -0.831779
1.03 0.505616 0.859782 -0.829276
1.031 0.504788 0.860278 -0.826772
1.032 0.503963 0.860772 -0.824268
1.033 0.50314 0.861266 -0.821765
1.034 0.502319 0.861758 -0.819261
1.035 0.501501 0.862249 -0.816758
1.036 0.500686 0.86274 -0.814254
1.037 0.499873 0.863229 -0.811751
1.038 0.499062 0.863717 -0.809247
1.039 0.498254 0.864204 -0.806743
1.04 0.497449 0.86469 -0.80424
1.041 0.496646 0.865175 -0.801736
1.042 0.495845 0.865659 -0.799233
1.043 0.495047 0.866142 -0.796729
1.044 0.494252 0.866624 -0.794225
1.045 0.493459 0.867105 -0.791722
1.046 0.492668 0.867585 -0.789218
1.047 0.49188 0.868063 -0.786715
1.048 0.491095 0.868541 -0.784211
1.049 0.490312 0.869018 -0.781707
1.05 0.489532 0.869493 -0.779204
1.051 0.488754 0.869968 -0.7767
1.052 0.487978 0.870441 -0.774197
1.053 0.487205 0.870914 -0.771693
1.054 0.486435 0.871385 -0.769189
1.055 0.485667 0.871855 -0.766686
1.056 0.484901 0.872325 -0.764182
1.057 0.484138 0.872793 -0.761679
1.058 0.483378 0.87326 -0.759175
1.059 0.48262 0.873726 -0.756672
1.06 0.481865 0.874191 -0.754168
1.061 0.481112 0.874655 -0.751664
1.062 0.480361 0.875118 -0.749161
1.063 0.479613 0.87558 -0.746657
1.064 0.478868 0.876041 -0.744154
1.065 0.478125 0.876501 -0.74165
1.066 0.477385 0.87696 -0.739146
1.067 0.476647 0.877418 -0.736643
1.068 0.475911 0.877874 -0.734139
1.069 0.475179 0.87833 -0.731636
1.07 0.474448 0.878785 -0.729132
1.071 0.47372 0.879238 -0.726628
1.072 0.472995 0.879691 -0.724125
1.073 0.472272 0.880142 -0.721621
1.074 0.471552 0.880593 -0.719118
1.075 0.470834 0.881042 -0.716614
1.076 0.470118 0.88149 -0.714111
1.077 0.469406 0.881938 -0.711607
1.078 0.468695 0.882384 -0.709103
1.079 0.467987 0.882829 -0.7066
1.08 0.467282 0.883273 -0.704096
1.081 0.466579 0.883716 -0.701593
1.082 0.465879 0.884158 -0.699089
1.083 0.465181 0.884599 -0.696585
1.084 0.464486 0.885039 -0.694082
1.085 0.463793 0.885478 -0.691578
1.086 0.463102 0.885916 -0.689075
1.087 0.462415 0.886353 -0.686571
1.088 0.461729 0.886789 -0.684067
1.089 0.461047 0.887223 -0.681564
1.09 0.460366 0.887657 -0.67906
1.091 0.459688 0.88809 -0.676557
1.092 0.459013 0.888521 -0.674053
1.093 0.45834 0.888952 -0.671549
1.094 0.45767 0.889381 -0.669046
1.095 0.457002 0.889809 -0.666542
1.096 0.456337 0.890237 -0.664039
1.097 0.455674 0.890663 -0.661535
1.098 0.455014 0.891088 -0.659032
1.099 0.454356 0.891513 -0.656528
1.1 0.4537 0.891949 -0.656641
1.101 0.453042 0.892403 -0.660051
1.102 0.45238 0.892856 -0.663461
1.103 0.451715 0.893308 -0.666871
1.104 0.451046 0.893759 -0.67028
1.105 0.450374 0.89421 -0.67369
1.106 0.449699 0.89466 -0.6771
1.107 0.44902 0.895109 -0.680509
1.108 0.448338 0.895558 -0.683919
1.109 0.447652 0.896006 -0.687329
1.11 0.446963 0.896454 -0.690738
1.111 0.446271 0.896901 -0.694148
1.112 0.445575 0.897347 -0.697558
1.113 0.444876 0.897792 -0.700968
1.114 0.444173 0.898237 -0.704377
1.115 0.443467 0.898681 -0.707787
1.116 0.442758 0.899125 -0.711197
1.117 0.442045 0.899568 -0.714606
1.118 0.441328 0.90001 -0.718016
1.119 0.440609 0.900451 -0.721426
1.12 0.439885 0.900892 -0.724836
1.121 0.439159 0.901333 -0.728245
1.122 0.438429 0.901772 -0.731655
1.123 0.437696 0.902211 -0.735065
1.124 0.436959 0.90265 -0.738474
1.125 0.436219 0.903087 -0.741884
1.126 0.435475 0.903524 -0.745294
1.127 0.434728 0.903961 -0.748703
1.128 0.433978 0.904396 -0.752113
1.129 0.433224 0.904831 -0.755523
1.13 0.432467 0.905266 -0.758933
1.131 0.431706 0.905699 -0.762342
1.132 0.430942 0.906132 -0.765752
1.133 0.430174 0.906565 -0.769162
1.134 0.429404 0.906997 -0.772571
1.135 0.428629 0.907428 -0.775981
1.136 0.427852 0.907858 -0.779391
1.137 0.427071 0.908288 -0.782801
1.138 0.426286 0.908717 -0.78621
1.139 0.425498 0.909146 -0.78962
1.14 0.424707 0.909573 -0.79303
1.141 0.423912 0.910001 -0.796439
1.142 0.423114 0.910427 -0.799849
1.143 0.422312 0.910853 -0.803259
1.144 0.421507 0.911278 -0.806668
1.145 0.420699 0.911703 -0.810078
1.146 0.419887 0.912127 -0.813488
1.147 0.419072 0.91255 -0.816898
1.148 0.418253 0.912972 -0.820307
1.149 0.417431 0.913394 -0.823717
1.15 0.416606 0.913816 -0.827127
1.151 0.415777 0.914236 -0.830536
1.152 0.414945 0.914656 -0.833946
1.153 0.414109 0.915075 -0.837356
1.154 0.41327 0.915494 -0.840765
1.155 0.412428 0.915912 -0.844175
1.156 0.411582 0.916329 -0.847585
1.157 0.410733 0.916746 -0.850995
1.158 0.40988 0.917162 -0.854404
1.159 0.409024 0.917578 -0.857814
1.16 0.408164 0.917992 -0.861224
1.161 0.407301 0.918406 -0.864633
1.162 0.406435 0.91882 -0.868043
1.163 0.405565 0.919232 -0.871453
1.164 0.404692 0.919645 -0.874863
1.165 0.403816 0.920056 -0.878272
1.166 0.402936 0.920467 -0.881682
1.167 0.402052 0.920877 -0.885092
1.168 0.401165 0.921286 -0.888501
1.169 0.400275 0.921695 -0.891911
1.17 0.399382 0.922103 -0.895321
1.171 0.398485 0.922511 -0.89873
1.172 0.397584 0.922918 -0.90214
1.173 0.39668 0.923324 -0.90555
1.174 0.395773 0.92373 -0.90896
1.175 0.394862 0.924134 -0.912369
1.176 0.393948 0.924539 -0.915779
1.177 0.393031 0.924942 -0.919189
1.178 0.39211 0.925345 -0.922598
1.179 0.391186 0.925747 -0.926008
1.18 0.390258 0.926149 -0.929418
1.181 0.389327 0.92655 -0.932828
1.182 0.388392 0.92695 -0.936237
1.183 0.387454 0.92735 -0.939647
1.184 0.386513 0.927749 -0.943057
1.185 0.385568 0.928147 -0.946466
1.186 0.38462 0.928545 -0.949876
1.187 0.383668 0.928942 -0.953286
1.188 0.382713 0.929338 -0.956695
1.189 0.381755 0.929734 -0.960105
1.19 0.380793 0.930129 -0.963515
1.191 0.379828 0.930524 -0.966925
1.192 0.378859 0.930917 -0.970334
1.193 0.377887 0.93131 -0.973744
1.194 0.376912 0.931703 -0.977154
1.195 0.375933 0.932095 -0.980563
1.196 0.374951 0.932486 -0.983973
1.197 0.373965 0.932876 -0.987383
1.198 0.372976 0.933266 -0.990793
1.199 0.371983 0.933655 -0.994202
1.2 0.370988 0.934044 -0.997612
1.201 0.369988 0.934432 -1.00102
1.202 0.368986 0.934819 -1.00443
1.203 0.367979 0.935205 -1.00784
1.204 0.36697 0.935591 -1.01125
1.205 0.365957 0.935977 -1.01466
1.206 0.364941 0.936361 -1.01807
1.207 0.363921 0.936745 -1.02148
1.208 0.362898 0.937128 -1.02489
1.209 0.361871 0.937511 -1.0283
1.21 0.360841 0.937893 -1.03171
1.211 0.359808 0.938274 -1.03512
1.212 0.358771 0.938655 -1.03853
1.213 0.35773 0.939035 -1.04194
1.214 0.356687 0.939414 -1.04535
1.215 0.35564 0.939793 -1.04876
1.216 0.354589 0.940171 -1.05217
1.217 0.353535 0.940548 -1.05558
1.218 0.352478 0.940925 -1.05899
1.219 0.351417 0.941301 -1.0624
1.22 0.350353 0.941677 -1.06581
1.221 0.349286 0.942051 -1.06922
1.222 0.348215 0.942425 -1.07263
1.223 0.347141 0.942799 -1.07604
1.224 0.346063 0.943172 -1.07944
1.225 0.344982 0.943544 -1.08285
1.226 0.343897 0.943915 -1.08626
1.227 0.342809 0.944286 -1.08967
1.228 0.341718 0.944656 -1.09308
1.229 0.340623 0.945026 -1.09649
1.23 0.339525 0.945395 -1.0999
1.231 0.338423 0.945763 -1.10331
1.232 0.337318 0.94613 -1.10672
1.233 0.33621 0.946497 -1.11013
1.234 0.335098 0.946864 -1.11354
1.235 0.333983 0.947229 -1.11695
1.236 0.332864 0.947594 -1.12036
1.237 0.331742 0.947958 -1.12377
1.238 0.330616 0.948322 -1.12718
1.239 0.329488 0.948685 -1.13059
1.24 0.328355 0.949047 -1.134
1.241 0.32722 0.949409 -1.13741
1.242 0.32608 0.94977 -1.14082
1.243 0.324938 0.95013 -1.14423
1.244 0.323792 0.95049 -1.14764
1.245 0.322643 0.950849 -1.15105
1.246 0.32149 0.951207 -1.15446
1.247 0.320334 0.951565 -1.15787
1.248 0.319174 0.951922 -1.16128
1.249 0.318011 0.952279 -1.16469
1.25 0.316845 0.952634 -1.1681
1.251 0.315675 0.952989 -1.17151
1.252 0.314502 0.953344 -1.17492
1.253 0.313325 0.953698 -1.17833
1.254 0.312145 0.954051 -1.18174
1.255 0.310962 0.954403 -1.18515
1.256 0.309775 0.954755 -1.18856
1.257 0.308585 0.955091 -1.18971
1.258 0.307397 0.955399 -1.18692
1.259 0.306211 0.955706 -1.18413
1.26 0.305028 0.956011 -1.18134
1.261 0.303849 0.956316 -1.17854
1.262 0.302671 0.956619 -1.17575
1.263 0.301497 0.956921 -1.17296
1.264 0.300325 0.957222 -1.17016
1.265 0.299157 0.957522 -1.16737
1.266 0.297991 0.95782 -1.16458
1.267 0.296828 0.958117 -1.16178
1.268 0.295667 0.958413 -1.15899
1.269 0.29451 0.958708 -1.1562
1.27 0.293355 0.959002 -1.15341
1.271 0.292203 0.959294 -1.15061
1.272 0.291054 0.959586 -1.14782
1.273 0.289907 0.959876 -1.14503
1.274 0.288763 0.960165 -1.14223
1.275 0.287623 0.960453 -1.13944
1.276 0.286485 0.960739 -1.13665
1.277 0.285349 0.961024 -1.13386
1.278 0.284217 0.961309 -1.13106
1.279 0.283087 0.961592 -1.12827
1.28 0.28196 0.961873 -1.12548
1.281 0.280836 0.962154 -1.12268
1.282 0.279715 0.962433 -1.11989
1.283 0.278596 0.962712 -1.1171
1.284 0.277481 0.962989 -1.1143
1.285 0.276368 0.963265 -1.11151
1.286 0.275258 0.963539 -1.10872
1.287 0.27415 0.963813 -1.10593
1.288 0.273046 0.964085 -1.10313
1.289 0.271944 0.964356 -1.10034
1.29 0.270845 0.964626 -1.09755
1.291 0.269749 0.964895 -1.09475
1.292 0.268656 0.965162 -1.09196
1.293 0.267565 0.965428 -1.08917
1.294 0.266477 0.965694 -1.08638
1.295 0.265392 0.965957 -1.08358
1.296 0.26431 0.96622 -1.08079
1.297 0.263231 0.966482 -1.078
1.298 0.262154 0.966742 -1.0752
1.299 0.26108 0.967001 -1.07241
1.3 0.260009 0.967259 -1.06962
1.301 0.258941 0.967516 -1.06682
1.302 0.257876 0.967772 -1.06403
1.303 0.256813 0.968026 -1.06124
1.304 0.255753 0.968279 -1.05845
1.305 0.254696 0.968531 -1.05565
1.306 0.253642 0.968782 -1.05286
1.307 0.25259 0.969032 -1.05007
1.308 0.251542 0.96928 -1.04727
1.309 0.250496 0.969527 -1.04448
1.31 0.249453 0.969774 -1.04169
1.311 0.248413 0.970018 -1.0389
1.312 0.247375 0.970262 -1.0361
1.313 0.24634 0.970505 -1.03331
1.314 0.245308 0.970746 -1.03052
1.315 0.244279 0.970986 -1.02772
1.316 0.243253 0.971225 -1.02493
1.317 0.242229 0.971463 -1.02214
1.318 0.241209 0.971699 -1.01934
1.319 0.240191 0.971935 -1.01655
1.32 0.239176 0.972169 -1.01376
1.321 0.238163 0.972402 -1.01097
1.322 0.237154 0.972634 -1.00817
1.323 0.236147 0.972864 -1.00538
1.324 0.235143 0.973094 -1.00259
1.325 0.234142 0.973322 -0.999794
1.326 0.233143 0.973549 -0.997001
1.327 0.232148 0.973775 -0.994208
1.328 0.231155 0.973999 -0.991415
1.329 0.230165 0.974223 -0.988622
1.33 0.229178 0.974445 -0.985829
1.331 0.228193 0.974666 -0.983036
1.332 0.227212 0.974886 -0.980243
1.333 0.226233 0.975105 -0.97745
1.334 0.225257 0.975322 -0.974658
1.335 0.224283 0.975538 -0.971865
1.336 0.223313 0.975753 -0.969072
1.337 0.222345 0.975967 -0.966279
1.338 0.22138 0.97618 -0.963486
1.339 0.220418 0.976392 -0.960693
1.34 0.219459 0.976602 -0.9579
1.341 0.218503 0.976811 -0.955107
1.342 0.217549 0.977019 -0.952314
1.343 0.216598 0.977226 -0.949521
1.344 0.21565 0.977432 -0.946728
1.345 0.214704 0.977636 -0.943935
1.346 0.213762 0.977839 -0.941142
1.347 0.212822 0.978041 -0.938349
1.348 0.211885 0.978242 -0.935556
1.349 0.210951 0.978442 -0.932763
1.35 0.21002 0.97864 -0.92997
1.351 0.209091 0.978837 -0.927178
1.352 0.208165 0.979033 -0.924385
1.353 0.207242 0.979228 -0.921592
1.354 0.206322 0.979422 -0.918799
1.355 0.205405 0.979614 -0.916006
1.356 0.20449 0.979806 -0.913213
1.357 0.203578 0.979996 -0.91042
1.358 0.202669 0.980185 -0.907627
1.359 0.201763 0.980372 -0.904834
1.36 0.20086 0.980559 -0.902041
1.361 0.199959 0.980744 -0.899248
1.362 0.199061 0.980928 -0.896455
1.363 0.198166 0.981111 -0.893662
1.364 0.197274 0.981293 -0.890869
1.365 0.196384 0.981474 -0.888076
1.366 0.195498 0.981653 -0.885283
1.367 0.194614 0.981831 -0.88249
1.368 0.193733 0.982008 -0.879698
1.369 0.192854 0.982184 -0.876905
1.37 0.191979 0.982359 -0.874112
1.371 0.191106 0.982532 -0.871319
1.372 0.190236 0.982705 -0.868526
1.373 0.189369 0.982876 -0.865733
1.374 0.188505 0.983045 -0.86294
1.375 0.187643 0.983214 -0.860147
1.376 0.186784 0.983382 -0.857354
1.377 0.185929 0.983548 -0.854561
1.378 0.185075 0.983713 -0.851768
1.379 0.184225 0.983877 -0.848975
1.38 0.183377 0.98404 -0.846182
1.381 0.182533 0.984201 -0.843389
1.382 0.181691 0.984361 -0.840596
1.383 0.180851 0.984521 -0.837803
1.384 0.180015 0.984679 -0.83501
1.385 0.179181 0.984835 -0.832218
1.386 0.178351 0.984991 -0.829425
1.387 0.177523 0.985145 -0.826632
1.388 0.176697 0.985299 -0.823839
