# interpolation 
# x linterp qspline cspline
8.787 0.49514 0.654199 0.521716
8.788 0.495417 0.653929 0.521993
8.789 0.495693 0.653658 0.52227
8.79 0.495969 0.653385 0.522545
8.791 0.496245 0.65311 0.522819
8.792 0.496521 0.652833 0.523093
8.793 0.496798 0.652554 0.523365
8.794 0.497074 0.652273 0.523637
8.795 0.49735 0.65199 0.523908
8.796 0.497626 0.651706 0.524177
8.797 0.497902 0.651419 0.524446
8.798 0.498179 0.651131 0.524713
8.799 0.498455 0.650841 0.52498
8.8 0.498731 0.650548 0.525246
8.801 0.499007 0.650254 0.52551
8.802 0.499283 0.649958 0.525774
8.803 0.499559 0.649661 0.526037
8.804 0.499836 0.649361 0.526298
8.805 0.500112 0.649059 0.526559
8.806 0.500388 0.648756 0.526819
8.807 0.500664 0.64845 0.527077
8.808 0.50094 0.648143 0.527335
8.809 0.501217 0.647834 0.527591
8.81 0.501493 0.647522 0.527847
8.811 0.501769 0.647209 0.528101
8.812 0.502045 0.646894 0.528355
8.813 0.502321 0.646578 0.528607
8.814 0.502598 0.646259 0.528859
8.815 0.502874 0.645938 0.529109
8.816 0.50315 0.645616 0.529358
8.817 0.503426 0.645291 0.529607
8.818 0.503702 0.644965 0.529854
8.819 0.503979 0.644637 0.5301
8.82 0.504255 0.644307 0.530345
8.821 0.504531 0.643974 0.530589
8.822 0.504807 0.643641 0.530832
8.823 0.505083 0.643305 0.531074
8.824 0.50536 0.642967 0.531315
8.825 0.505636 0.642627 0.531555
8.826 0.505912 0.642286 0.531794
8.827 0.506188 0.641942 0.532031
8.828 0.506464 0.641597 0.532268
8.829 0.506741 0.64125 0.532503
8.83 0.507017 0.640901 0.532738
8.831 0.507293 0.64055 0.532971
8.832 0.507569 0.640197 0.533203
8.833 0.507845 0.639842 0.533434
8.834 0.508122 0.639485 0.533664
8.835 0.508398 0.639127 0.533893
8.836 0.508674 0.638766 0.534121
8.837 0.50895 0.638404 0.534348
8.838 0.509226 0.63804 0.534573
8.839 0.509503 0.637674 0.534797
8.84 0.509779 0.637305 0.535021
8.841 0.510055 0.636935 0.535243
8.842 0.510331 0.636564 0.535464
8.843 0.510607 0.63619 0.535684
8.844 0.510883 0.635814 0.535903
8.845 0.51116 0.635437 0.53612
8.846 0.511436 0.635057 0.536337
8.847 0.511712 0.634676 0.536552
8.848 0.511988 0.634293 0.536766
8.849 0.512264 0.633907 0.536979
8.85 0.512541 0.63352 0.537191
8.851 0.512817 0.633131 0.537402
8.852 0.513093 0.63274 0.537611
8.853 0.513369 0.632348 0.53782
8.854 0.513645 0.631953 0.538027
8.855 0.513922 0.631557 0.538233
8.856 0.514198 0.631158 0.538438
8.857 0.514474 0.630758 0.538642
8.858 0.51475 0.630356 0.538844
8.859 0.515026 0.629951 0.539045
8.86 0.515303 0.629545 0.539245
8.861 0.515579 0.629137 0.539444
8.862 0.515855 0.628728 0.539642
8.863 0.516131 0.628316 0.539839
8.864 0.516407 0.627902 0.540034
8.865 0.516684 0.627487 0.540228
8.866 0.51696 0.627069 0.540421
8.867 0.517236 0.62665 0.540613
8.868 0.517512 0.626229 0.540803
8.869 0.517788 0.625806 0.540992
8.87 0.518065 0.625381 0.54118
8.871 0.518341 0.624954 0.541367
8.872 0.518617 0.624525 0.541553
8.873 0.518893 0.624094 0.541737
8.874 0.519169 0.623662 0.54192
8.875 0.519446 0.623227 0.542102
8.876 0.519722 0.622791 0.542283
8.877 0.519998 0.622352 0.542462
8.878 0.520274 0.621912 0.54264
8.879 0.52055 0.62147 0.542817
8.88 0.520827 0.621026 0.542993
8.881 0.521103 0.62058 0.543167
8.882 0.521379 0.620132 0.54334
8.883 0.521655 0.619683 0.543512
8.884 0.521931 0.619231 0.543683
8.885 0.522208 0.618778 0.543852
8.886 0.522484 0.618322 0.54402
8.887 0.52276 0.617865 0.544187
8.888 0.523036 0.617406 0.544352
8.889 0.523312 0.616945 0.544516
8.89 0.523588 0.616482 0.544679
8.891 0.523865 0.616017 0.544841
8.892 0.524141 0.61555 0.545001
8.893 0.524417 0.615082 0.54516
8.894 0.524693 0.614611 0.545318
8.895 0.524969 0.614139 0.545474
8.896 0.525246 0.613664 0.545629
8.897 0.525522 0.613188 0.545783
8.898 0.525798 0.61271 0.545936
8.899 0.526074 0.61223 0.546087
8.9 0.52635 0.611748 0.546236
8.901 0.526627 0.611264 0.546385
8.902 0.526903 0.610778 0.546532
8.903 0.527179 0.610291 0.546678
8.904 0.527455 0.609801 0.546822
8.905 0.527731 0.60931 0.546966
8.906 0.528008 0.608816 0.547107
8.907 0.528284 0.608321 0.547248
8.908 0.52856 0.607824 0.547387
8.909 0.528836 0.607325 0.547525
8.91 0.529112 0.606824 0.547661
8.911 0.529389 0.606321 0.547796
8.912 0.529665 0.605816 0.54793
8.913 0.529941 0.60531 0.548062
8.914 0.530217 0.604801 0.548193
8.915 0.530493 0.604291 0.548323
8.916 0.53077 0.603779 0.548451
8.917 0.531046 0.603264 0.548578
8.918 0.531322 0.602748 0.548703
8.919 0.531598 0.60223 0.548827
8.92 0.531874 0.60171 0.54895
8.921 0.532151 0.601189 0.549071
8.922 0.532427 0.600665 0.549191
8.923 0.532703 0.600139 0.549309
8.924 0.532979 0.599612 0.549427
8.925 0.533255 0.599082 0.549542
8.926 0.533532 0.598551 0.549656
8.927 0.533808 0.598018 0.549769
8.928 0.534084 0.597483 0.549881
8.929 0.53436 0.596946 0.549991
8.93 0.534636 0.596407 0.550099
8.931 0.534912 0.595866 0.550207
8.932 0.535189 0.595324 0.550312
8.933 0.535465 0.594779 0.550417
8.934 0.535741 0.594233 0.550519
8.935 0.536017 0.593684 0.550621
8.936 0.536293 0.593134 0.550721
8.937 0.53657 0.592582 0.550819
8.938 0.536846 0.592028 0.550917
8.939 0.537122 0.591472 0.551012
8.94 0.537398 0.590914 0.551106
8.941 0.537674 0.590354 0.551199
8.942 0.537951 0.589793 0.55129
8.943 0.538227 0.589229 0.55138
8.944 0.538503 0.588664 0.551469
8.945 0.538779 0.588096 0.551555
8.946 0.539055 0.587527 0.551641
8.947 0.539332 0.586956 0.551725
8.948 0.539608 0.586383 0.551807
8.949 0.539884 0.585808 0.551888
8.95 0.54016 0.585231 0.551968
8.951 0.540436 0.584652 0.552046
8.952 0.540713 0.584072 0.552122
8.953 0.540989 0.583489 0.552197
8.954 0.541265 0.582905 0.55227
8.955 0.541541 0.582318 0.552342
8.956 0.541817 0.58173 0.552413
8.957 0.542094 0.58114 0.552482
8.958 0.54237 0.580548 0.552549
8.959 0.542646 0.579954 0.552615
8.96 0.542922 0.579358 0.55268
8.961 0.543198 0.578761 0.552742
8.962 0.543475 0.578161 0.552804
8.963 0.543751 0.57756 0.552864
8.964 0.544027 0.576956 0.552922
8.965 0.544303 0.576351 0.552979
8.966 0.544579 0.575744 0.553034
8.967 0.544856 0.575135 0.553087
8.968 0.545132 0.574524 0.55314
8.969 0.545408 0.573911 0.55319
8.97 0.545684 0.573296 0.553239
8.971 0.54596 0.572679 0.553287
8.972 0.546236 0.572061 0.553332
8.973 0.546513 0.57144 0.553377
8.974 0.546789 0.570818 0.55342
8.975 0.547065 0.570194 0.553461
8.976 0.547341 0.569567 0.5535
8.977 0.547617 0.568939 0.553538
8.978 0.547894 0.568309 0.553575
8.979 0.54817 0.567677 0.55361
8.98 0.548446 0.567044 0.553643
8.981 0.548722 0.566408 0.553675
8.982 0.548998 0.56577 0.553705
8.983 0.549275 0.565131 0.553733
8.984 0.549551 0.56449 0.55376
8.985 0.549827 0.563846 0.553785
8.986 0.550103 0.563201 0.553809
8.987 0.550379 0.562554 0.553831
8.988 0.550656 0.561905 0.553852
8.989 0.550932 0.561254 0.55387
8.99 0.551208 0.560602 0.553888
8.991 0.551484 0.559947 0.553903
8.992 0.55176 0.559291 0.553917
8.993 0.552037 0.558632 0.55393
8.994 0.552313 0.557972 0.55394
8.995 0.552589 0.55731 0.553949
8.996 0.552865 0.556645 0.553957
8.997 0.553141 0.555979 0.553963
8.998 0.553418 0.555311 0.553967
8.999 0.553694 0.554642 0.553969
9 0.55397 0.55397 0.55397
9.001 0.553893 0.553298 0.55397
9.002 0.553817 0.552627 0.553969
9.003 0.55374 0.551957 0.553968
9.004 0.553664 0.551289 0.553966
9.005 0.553587 0.550622 0.553964
9.006 0.553511 0.549955 0.553962
9.007 0.553434 0.549291 0.553959
9.008 0.553357 0.548627 0.553955
9.009 0.553281 0.547964 0.553951
9.01 0.553204 0.547303 0.553947
9.011 0.553128 0.546643 0.553942
9.012 0.553051 0.545984 0.553937
9.013 0.552975 0.545326 0.553931
9.014 0.552898 0.544669 0.553925
9.015 0.552821 0.544014 0.553919
9.016 0.552745 0.54336 0.553912
9.017 0.552668 0.542707 0.553904
9.018 0.552592 0.542055 0.553896
9.019 0.552515 0.541405 0.553888
9.02 0.552438 0.540755 0.553879
9.021 0.552362 0.540107 0.55387
9.022 0.552285 0.53946 0.55386
9.023 0.552209 0.538814 0.55385
9.024 0.552132 0.538169 0.55384
9.025 0.552056 0.537526 0.553829
9.026 0.551979 0.536884 0.553817
9.027 0.551902 0.536243 0.553806
9.028 0.551826 0.535603 0.553793
9.029 0.551749 0.534964 0.55378
9.03 0.551673 0.534327 0.553767
9.031 0.551596 0.53369 0.553754
9.032 0.55152 0.533055 0.55374
9.033 0.551443 0.532421 0.553725
9.034 0.551366 0.531788 0.55371
9.035 0.55129 0.531157 0.553695
9.036 0.551213 0.530527 0.553679
9.037 0.551137 0.529897 0.553663
9.038 0.55106 0.529269 0.553647
9.039 0.550984 0.528643 0.55363
9.04 0.550907 0.528017 0.553612
9.041 0.55083 0.527393 0.553594
9.042 0.550754 0.52677 0.553576
9.043 0.550677 0.526148 0.553557
9.044 0.550601 0.525527 0.553538
9.045 0.550524 0.524907 0.553519
9.046 0.550448 0.524289 0.553499
9.047 0.550371 0.523671 0.553478
9.048 0.550294 0.523055 0.553458
9.049 0.550218 0.522441 0.553436
9.05 0.550141 0.521827 0.553415
9.051 0.550065 0.521214 0.553393
9.052 0.549988 0.520603 0.55337
9.053 0.549912 0.519993 0.553347
9.054 0.549835 0.519384 0.553324
9.055 0.549758 0.518777 0.553301
9.056 0.549682 0.51817 0.553276
9.057 0.549605 0.517565 0.553252
9.058 0.549529 0.516961 0.553227
9.059 0.549452 0.516358 0.553202
9.06 0.549376 0.515756 0.553176
9.061 0.549299 0.515155 0.55315
9.062 0.549222 0.514556 0.553123
9.063 0.549146 0.513958 0.553096
9.064 0.549069 0.513361 0.553069
9.065 0.548993 0.512765 0.553041
9.066 0.548916 0.512171 0.553013
9.067 0.54884 0.511577 0.552985
9.068 0.548763 0.510985 0.552956
9.069 0.548686 0.510394 0.552927
9.07 0.54861 0.509804 0.552897
9.071 0.548533 0.509216 0.552867
9.072 0.548457 0.508628 0.552836
9.073 0.54838 0.508042 0.552805
9.074 0.548304 0.507457 0.552774
9.075 0.548227 0.506873 0.552742
9.076 0.54815 0.50629 0.55271
9.077 0.548074 0.505709 0.552678
9.078 0.547997 0.505129 0.552645
9.079 0.547921 0.50455 0.552612
9.08 0.547844 0.503972 0.552578
9.081 0.547768 0.503395 0.552544
9.082 0.547691 0.50282 0.55251
9.083 0.547614 0.502245 0.552475
9.084 0.547538 0.501672 0.55244
9.085 0.547461 0.5011 0.552404
9.086 0.547385 0.500529 0.552368
9.087 0.547308 0.49996 0.552332
9.088 0.547232 0.499392 0.552295
9.089 0.547155 0.498824 0.552258
9.09 0.547078 0.498258 0.552221
9.091 0.547002 0.497694 0.552183
9.092 0.546925 0.49713 0.552145
9.093 0.546849 0.496568 0.552106
9.094 0.546772 0.496007 0.552067
9.095 0.546696 0.495447 0.552028
9.096 0.546619 0.494888 0.551988
9.097 0.546542 0.49433 0.551948
9.098 0.546466 0.493774 0.551908
9.099 0.546389 0.493218 0.551867
9.1 0.546313 0.492664 0.551826
9.101 0.546236 0.492112 0.551784
9.102 0.54616 0.49156 0.551742
9.103 0.546083 0.491009 0.5517
9.104 0.546006 0.49046 0.551658
9.105 0.54593 0.489912 0.551615
9.106 0.545853 0.489365 0.551571
9.107 0.545777 0.48882 0.551528
9.108 0.5457 0.488275 0.551483
9.109 0.545624 0.487732 0.551439
9.11 0.545547 0.48719 0.551394
9.111 0.54547 0.486649 0.551349
9.112 0.545394 0.486109 0.551304
9.113 0.545317 0.48557 0.551258
9.114 0.545241 0.485033 0.551211
9.115 0.545164 0.484497 0.551165
9.116 0.545087 0.483962 0.551118
9.117 0.545011 0.483428 0.551071
9.118 0.544934 0.482896 0.551023
9.119 0.544858 0.482364 0.550975
9.12 0.544781 0.481834 0.550927
9.121 0.544705 0.481305 0.550878
9.122 0.544628 0.480777 0.550829
9.123 0.544551 0.48025 0.55078
9.124 0.544475 0.479725 0.55073
9.125 0.544398 0.479201 0.55068
9.126 0.544322 0.478678 0.550629
9.127 0.544245 0.478156 0.550579
9.128 0.544169 0.477635 0.550527
9.129 0.544092 0.477116 0.550476
9.13 0.544015 0.476598 0.550424
9.131 0.543939 0.47608 0.550372
9.132 0.543862 0.475565 0.55032
9.133 0.543786 0.47505 0.550267
9.134 0.543709 0.474536 0.550214
9.135 0.543633 0.474024 0.55016
9.136 0.543556 0.473513 0.550106
9.137 0.543479 0.473003 0.550052
9.138 0.543403 0.472494 0.549998
9.139 0.543326 0.471987 0.549943
9.14 0.54325 0.47148 0.549888
9.141 0.543173 0.470975 0.549832
9.142 0.543097 0.470471 0.549776
9.143 0.54302 0.469968 0.54972
9.144 0.542943 0.469467 0.549664
9.145 0.542867 0.468966 0.549607
9.146 0.54279 0.468467 0.54955
9.147 0.542714 0.467969 0.549492
9.148 0.542637 0.467472 0.549435
9.149 0.542561 0.466977 0.549377
9.15 0.542484 0.466482 0.549318
9.151 0.542407 0.465989 0.549259
9.152 0.542331 0.465497 0.5492
9.153 0.542254 0.465006 0.549141
9.154 0.542178 0.464517 0.549081
9.155 0.542101 0.464028 0.549021
9.156 0.542025 0.463541 0.548961
9.157 0.541948 0.463055 0.5489
9.158 0.541871 0.46257 0.548839
9.159 0.541795 0.462086 0.548778
9.16 0.541718 0.461604 0.548716
9.161 0.541642 0.461122 0.548655
9.162 0.541565 0.460642 0.548592
9.163 0.541489 0.460163 0.54853
9.164 0.541412 0.459685 0.548467
9.165 0.541335 0.459209 0.548404
9.166 0.541259 0.458734 0.54834
9.167 0.541182 0.458259 0.548277
9.168 0.541106 0.457786 0.548213
9.169 0.541029 0.457315 0.548148
9.17 0.540953 0.456844 0.548083
9.171 0.540876 0.456375 0.548019
9.172 0.540799 0.455906 0.547953
9.173 0.540723 0.455439 0.547888
9.174 0.540646 0.454974 0.547822
9.175 0.54057 0.454509 0.547756
9.176 0.540493 0.454046 0.547689
9.177 0.540417 0.453583 0.547622
9.178 0.54034 0.453122 0.547555
9.179 0.540263 0.452662 0.547488
9.18 0.540187 0.452204 0.54742
9.181 0.54011 0.451746 0.547352
9.182 0.540034 0.45129 0.547284
9.183 0.539957 0.450835 0.547215
9.184 0.539881 0.450381 0.547147
9.185 0.539804 0.449928 0.547077
9.186 0.539727 0.449477 0.547008
9.187 0.539651 0.449026 0.546938
9.188 0.539574 0.448577 0.546868
9.189 0.539498 0.448129 0.546798
9.19 0.539421 0.447683 0.546728
9.191 0.539345 0.447237 0.546657
9.192 0.539268 0.446793 0.546586
9.193 0.539191 0.44635 0.546514
9.194 0.539115 0.445908 0.546442
9.195 0.539038 0.445467 0.54637
9.196 0.538962 0.445027 0.546298
9.197 0.538885 0.444589 0.546226
9.198 0.538809 0.444152 0.546153
9.199 0.538732 0.443716 0.54608
9.2 0.538655 0.443281 0.546006
9.201 0.538579 0.442847 0.545933
9.202 0.538502 0.442415 0.545859
9.203 0.538426 0.441983 0.545785
9.204 0.538349 0.441553 0.54571
9.205 0.538273 0.441124 0.545635
9.206 0.538196 0.440697 0.54556
9.207 0.538119 0.44027 0.545485
9.208 0.538043 0.439845 0.54541
9.209 0.537966 0.439421 0.545334
9.21 0.53789 0.438998 0.545258
9.211 0.537813 0.438576 0.545181
9.212 0.537737 0.438156 0.545105
9.213 0.53766 0.437736 0.545028
9.214 0.537583 0.437318 0.544951
9.215 0.537507 0.436901 0.544873
9.216 0.53743 0.436486 0.544796
9.217 0.537354 0.436071 0.544718
9.218 0.537277 0.435658 0.544639
9.219 0.5372 0.435246 0.544561
9.22 0.537124 0.434835 0.544482
9.221 0.537047 0.434425 0.544403
9.222 0.536971 0.434016 0.544324
9.223 0.536894 0.433609 0.544245
9.224 0.536818 0.433203 0.544165
9.225 0.536741 0.432798 0.544085
9.226 0.536664 0.432394 0.544005
9.227 0.536588 0.431991 0.543924
9.228 0.536511 0.43159 0.543843
9.229 0.536435 0.431189 0.543762
9.23 0.536358 0.43079 0.543681
9.231 0.536282 0.430392 0.5436
9.232 0.536205 0.429996 0.543518
9.233 0.536128 0.4296 0.543436
9.234 0.536052 0.429206 0.543354
9.235 0.535975 0.428813 0.543271
9.236 0.535899 0.428421 0.543189
9.237 0.535822 0.42803 0.543106
9.238 0.535746 0.427641 0.543022
9.239 0.535669 0.427252 0.542939
9.24 0.535592 0.426865 0.542855
9.241 0.535516 0.426479 0.542771
9.242 0.535439 0.426095 0.542687
9.243 0.535363 0.425711 0.542603
9.244 0.535286 0.425329 0.542518
9.245 0.53521 0.424948 0.542433
9.246 0.535133 0.424568 0.542348
9.247 0.535056 0.424189 0.542263
9.248 0.53498 0.423811 0.542177
9.249 0.534903 0.423435 0.542091
9.25 0.534827 0.42306 0.542005
9.251 0.53475 0.422686 0.541919
9.252 0.534674 0.422313 0.541833
9.253 0.534597 0.421941 0.541746
9.254 0.53452 0.421571 0.541659
9.255 0.534444 0.421201 0.541572
9.256 0.534367 0.420833 0.541484
9.257 0.534291 0.420466 0.541397
9.258 0.534214 0.420101 0.541309
9.259 0.534138 0.419736 0.541221
9.26 0.534061 0.419373 0.541133
9.261 0.533984 0.419011 0.541044
9.262 0.533908 0.41865 0.540955
9.263 0.533831 0.41829 0.540866
9.264 0.533755 0.417932 0.540777
9.265 0.533678 0.417574 0.540688
9.266 0.533602 0.417218 0.540598
9.267 0.533525 0.416863 0.540509
9.268 0.533448 0.41651 0.540419
9.269 0.533372 0.416157 0.540328
9.27 0.533295 0.415806 0.540238
9.271 0.533219 0.415455 0.540147
9.272 0.533142 0.415106 0.540056
9.273 0.533066 0.414759 0.539965
9.274 0.532989 0.414412 0.539874
9.275 0.532912 0.414067 0.539782
9.276 0.532836 0.413722 0.539691
9.277 0.532759 0.413379 0.539599
9.278 0.532683 0.413038 0.539507
9.279 0.532606 0.412697 0.539414
9.28 0.53253 0.412357 0.539322
9.281 0.532453 0.412019 0.539229
9.282 0.532376 0.411682 0.539136
9.283 0.5323 0.411346 0.539043
9.284 0.532223 0.411012 0.53895
9.285 0.532147 0.410678 0.538856
9.286 0.53207 0.410346 0.538763
9.287 0.531994 0.410015 0.538669
9.288 0.531917 0.409685 0.538574
9.289 0.53184 0.409356 0.53848
9.29 0.531764 0.409029 0.538386
9.291 0.531687 0.408702 0.538291
9.292 0.531611 0.408377 0.538196
9.293 0.531534 0.408053 0.538101
9.294 0.531458 0.40773 0.538006
9.295 0.531381 0.407409 0.53791
9.296 0.531304 0.407088 0.537815
9.297 0.531228 0.406769 0.537719
9.298 0.531151 0.406451 0.537623
9.299 0.531075 0.406134 0.537527
9.3 0.530998 0.405819 0.53743
9.301 0.530922 0.405504 0.537334
9.302 0.530845 0.405191 0.537237
9.303 0.530768 0.404879 0.53714
9.304 0.530692 0.404568 0.537043
9.305 0.530615 0.404259 0.536946
9.306 0.530539 0.40395 0.536848
9.307 0.530462 0.403643 0.53675
9.308 0.530386 0.403337 0.536653
9.309 0.530309 0.403032 0.536555
9.31 0.530232 0.402728 0.536456
9.311 0.530156 0.402426 0.536358
9.312 0.530079 0.402125 0.536259
9.313 0.530003 0.401824 0.536161
9.314 0.529926 0.401526 0.536062
9.315 0.529849 0.401228 0.535963
9.316 0.529773 0.400931 0.535864
9.317 0.529696 0.400636 0.535764
9.318 0.52962 0.400342 0.535665
9.319 0.529543 0.400049 0.535565
9.32 0.529467 0.399757 0.535465
9.321 0.52939 0.399467 0.535365
9.322 0.529313 0.399177 0.535265
9.323 0.529237 0.398889 0.535164
9.324 0.52916 0.398602 0.535064
9.325 0.529084 0.398316 0.534963
9.326 0.529007 0.398032 0.534862
9.327 0.528931 0.397748 0.534761
9.328 0.528854 0.397466 0.53466
9.329 0.528777 0.397185 0.534559
9.33 0.528701 0.396905 0.534457
9.331 0.528624 0.396626 0.534356
9.332 0.528548 0.396349 0.534254
9.333 0.528471 0.396073 0.534152
9.334 0.528395 0.395798 0.53405
9.335 0.528318 0.395524 0.533947
9.336 0.528241 0.395251 0.533845
9.337 0.528165 0.39498 0.533742
9.338 0.528088 0.394709 0.53364
9.339 0.528012 0.39444 0.533537
9.34 0.527935 0.394172 0.533434
9.341 0.527859 0.393905 0.533331
9.342 0.527782 0.39364 0.533227
9.343 0.527705 0.393376 0.533124
9.344 0.527629 0.393112 0.53302
9.345 0.527552 0.39285 0.532916
9.346 0.527476 0.39259 0.532813
9.347 0.527399 0.39233 0.532708
9.348 0.527323 0.392072 0.532604
9.349 0.527246 0.391815 0.5325
9.35 0.527169 0.391559 0.532396
9.351 0.527093 0.391304 0.532291
9.352 0.527016 0.39105 0.532186
9.353 0.52694 0.390798 0.532081
9.354 0.526863 0.390547 0.531976
9.355 0.526787 0.390296 0.531871
9.356 0.52671 0.390048 0.531766
9.357 0.526633 0.3898 0.531661
9.358 0.526557 0.389554 0.531555
9.359 0.52648 0.389308 0.531449
9.36 0.526404 0.389064 0.531344
9.361 0.526327 0.388821 0.531238
9.362 0.526251 0.38858 0.531132
9.363 0.526174 0.388339 0.531025
9.364 0.526097 0.3881 0.530919
9.365 0.526021 0.387862 0.530813
9.366 0.525944 0.387625 0.530706
9.367 0.525868 0.387389 0.5306
9.368 0.525791 0.387155 0.530493
9.369 0.525715 0.386921 0.530386
9.37 0.525638 0.386689 0.530279
9.371 0.525561 0.386458 0.530172
9.372 0.525485 0.386228 0.530064
9.373 0.525408 0.386 0.529957
9.374 0.525332 0.385772 0.529849
9.375 0.525255 0.385546 0.529742
9.376 0.525179 0.385321 0.529634
9.377 0.525102 0.385097 0.529526
9.378 0.525025 0.384875 0.529418
9.379 0.524949 0.384653 0.52931
9.38 0.524872 0.384433 0.529202
9.381 0.524796 0.384214 0.529094
9.382 0.524719 0.383996 0.528985
9.383 0.524643 0.38378 0.528877
9.384 0.524566 0.383564 0.528768
9.385 0.524489 0.38335 0.528659
9.386 0.524413 0.383137 0.528551
9.387 0.524336 0.382925 0.528442
9.388 0.52426 0.382714 0.528333
9.389 0.524183 0.382505 0.528223
9.39 0.524107 0.382296 0.528114
9.391 0.52403 0.382089 0.528005
9.392 0.523953 0.381883 0.527895
9.393 0.523877 0.381679 0.527786
9.394 0.5238 0.381475 0.527676
9.395 0.523724 0.381273 0.527566
9.396 0.523647 0.381072 0.527457
9.397 0.523571 0.380872 0.527347
9.398 0.523494 0.380673 0.527237
9.399 0.523417 0.380475 0.527127
9.4 0.523341 0.380279 0.527016
9.401 0.523264 0.380084 0.526906
9.402 0.523188 0.37989 0.526796
9.403 0.523111 0.379697 0.526685
9.404 0.523035 0.379505 0.526575
9.405 0.522958 0.379315 0.526464
9.406 0.522881 0.379126 0.526353
9.407 0.522805 0.378937 0.526242
9.408 0.522728 0.378751 0.526131
9.409 0.522652 0.378565 0.52602
9.41 0.522575 0.37838 0.525909
9.411 0.522498 0.378197 0.525798
9.412 0.522422 0.378015 0.525687
9.413 0.522345 0.377834 0.525575
9.414 0.522269 0.377655 0.525464
9.415 0.522192 0.377476 0.525352
9.416 0.522116 0.377299 0.525241
9.417 0.522039 0.377123 0.525129
9.418 0.521962 0.376948 0.525018
9.419 0.521886 0.376774 0.524906
9.42 0.521809 0.376601 0.524794
9.421 0.521733 0.37643 0.524682
9.422 0.521656 0.37626 0.52457
9.423 0.52158 0.376091 0.524458
9.424 0.521503 0.375923 0.524346
9.425 0.521426 0.375757 0.524233
9.426 0.52135 0.375591 0.524121
9.427 0.521273 0.375427 0.524009
9.428 0.521197 0.375264 0.523896
9.429 0.52112 0.375102 0.523784
9.43 0.521044 0.374942 0.523671
9.431 0.520967 0.374782 0.523558
9.432 0.52089 0.374624 0.523446
9.433 0.520814 0.374467 0.523333
9.434 0.520737 0.374311 0.52322
9.435 0.520661 0.374156 0.523107
9.436 0.520584 0.374003 0.522994
9.437 0.520508 0.373851 0.522881
9.438 0.520431 0.373699 0.522768
9.439 0.520354 0.37355 0.522655
9.44 0.520278 0.373401 0.522542
9.441 0.520201 0.373253 0.522429
9.442 0.520125 0.373107 0.522315
9.443 0.520048 0.372962 0.522202
9.444 0.519972 0.372818 0.522089
9.445 0.519895 0.372675 0.521975
9.446 0.519818 0.372534 0.521862
9.447 0.519742 0.372393 0.521748
9.448 0.519665 0.372254 0.521635
9.449 0.519589 0.372116 0.521521
9.45 0.519512 0.371979 0.521407
9.451 0.519436 0.371844 0.521294
9.452 0.519359 0.371709 0.52118
9.453 0.519282 0.371576 0.521066
9.454 0.519206 0.371444 0.520952
9.455 0.519129 0.371313 0.520838
9.456 0.519053 0.371184 0.520724
9.457 0.518976 0.371055 0.52061
9.458 0.5189 0.370928 0.520496
9.459 0.518823 0.370802 0.520382
9.46 0.518746 0.370677 0.520268
9.461 0.51867 0.370554 0.520154
9.462 0.518593 0.370431 0.52004
9.463 0.518517 0.37031 0.519926
9.464 0.51844 0.37019 0.519811
9.465 0.518364 0.370071 0.519697
9.466 0.518287 0.369953 0.519583
9.467 0.51821 0.369837 0.519468
9.468 0.518134 0.369721 0.519354
9.469 0.518057 0.369607 0.51924
9.47 0.517981 0.369494 0.519125
9.471 0.517904 0.369383 0.519011
9.472 0.517828 0.369272 0.518896
9.473 0.517751 0.369163 0.518782
9.474 0.517674 0.369054 0.518667
9.475 0.517598 0.368947 0.518553
9.476 0.517521 0.368842 0.518438
9.477 0.517445 0.368737 0.518323
9.478 0.517368 0.368634 0.518209
9.479 0.517292 0.368532 0.518094
9.48 0.517215 0.36843 0.517979
9.481 0.517138 0.368331 0.517865
9.482 0.517062 0.368232 0.51775
9.483 0.516985 0.368135 0.517635
9.484 0.516909 0.368038 0.517521
9.485 0.516832 0.367943 0.517406
9.486 0.516756 0.367849 0.517291
9.487 0.516679 0.367757 0.517176
9.488 0.516602 0.367665 0.517062
9.489 0.516526 0.367575 0.516947
9.49 0.516449 0.367486 0.516832
9.491 0.516373 0.367398 0.516717
9.492 0.516296 0.367311 0.516602
9.493 0.51622 0.367226 0.516487
9.494 0.516143 0.367141 0.516373
9.495 0.516066 0.367058 0.516258
9.496 0.51599 0.366976 0.516143
9.497 0.515913 0.366896 0.516028
9.498 0.515837 0.366816 0.515913
9.499 0.51576 0.366738 0.515798
9.5 0.515684 0.366661 0.515684
9.501 0.515607 0.366585 0.515569
9.502 0.51553 0.36651 0.515454
9.503 0.515454 0.366436 0.515339
9.504 0.515377 0.366364 0.515224
9.505 0.515301 0.366293 0.515109
9.506 0.515224 0.366223 0.514994
9.507 0.515147 0.366154 0.51488
9.508 0.515071 0.366086 0.514765
9.509 0.514994 0.36602 0.51465
9.51 0.514918 0.365954 0.514535
9.511 0.514841 0.36589 0.51442
9.512 0.514765 0.365828 0.514305
9.513 0.514688 0.365766 0.514191
9.514 0.514611 0.365705 0.514076
9.515 0.514535 0.365646 0.513961
9.516 0.514458 0.365588 0.513846
9.517 0.514382 0.365531 0.513732
9.518 0.514305 0.365475 0.513617
9.519 0.514229 0.365421 0.513502
9.52 0.514152 0.365368 0.513388
9.521 0.514075 0.365315 0.513273
9.522 0.513999 0.365264 0.513158
