# interpolation 
# x linterp qspline cspline
3.359 0.839081 0.550228 0.831735
3.36 0.839195 0.549988 0.831891
3.361 0.839308 0.549751 0.832048
3.362 0.839421 0.549517 0.832205
3.363 0.839534 0.549285 0.832362
3.364 0.839647 0.549055 0.832519
3.365 0.839761 0.548828 0.832676
3.366 0.839874 0.548604 0.832834
3.367 0.839987 0.548382 0.832992
3.368 0.8401 0.548162 0.833149
3.369 0.840214 0.547946 0.833307
3.37 0.840327 0.547731 0.833466
3.371 0.84044 0.547519 0.833624
3.372 0.840553 0.54731 0.833783
3.373 0.840666 0.547103 0.833941
3.374 0.84078 0.546899 0.8341
3.375 0.840893 0.546697 0.83426
3.376 0.841006 0.546497 0.834419
3.377 0.841119 0.546301 0.834578
3.378 0.841232 0.546106 0.834738
3.379 0.841346 0.545914 0.834898
3.38 0.841459 0.545725 0.835058
3.381 0.841572 0.545538 0.835218
3.382 0.841685 0.545354 0.835378
3.383 0.841798 0.545172 0.835538
3.384 0.841912 0.544993 0.835699
3.385 0.842025 0.544816 0.83586
3.386 0.842138 0.544642 0.836021
3.387 0.842251 0.54447 0.836182
3.388 0.842364 0.544301 0.836343
3.389 0.842478 0.544134 0.836504
3.39 0.842591 0.54397 0.836666
3.391 0.842704 0.543808 0.836828
3.392 0.842817 0.543649 0.836989
3.393 0.842931 0.543493 0.837151
3.394 0.843044 0.543338 0.837313
3.395 0.843157 0.543187 0.837476
3.396 0.84327 0.543038 0.837638
3.397 0.843383 0.542891 0.837801
3.398 0.843497 0.542747 0.837963
3.399 0.84361 0.542605 0.838126
3.4 0.843723 0.542466 0.838289
3.401 0.843836 0.54233 0.838452
3.402 0.843949 0.542196 0.838615
3.403 0.844063 0.542064 0.838779
3.404 0.844176 0.541935 0.838942
3.405 0.844289 0.541808 0.839106
3.406 0.844402 0.541684 0.83927
3.407 0.844515 0.541563 0.839433
3.408 0.844629 0.541444 0.839597
3.409 0.844742 0.541327 0.839762
3.41 0.844855 0.541213 0.839926
3.411 0.844968 0.541102 0.84009
3.412 0.845081 0.540993 0.840255
3.413 0.845195 0.540886 0.840419
3.414 0.845308 0.540782 0.840584
3.415 0.845421 0.540681 0.840749
3.416 0.845534 0.540582 0.840914
3.417 0.845647 0.540486 0.841079
3.418 0.845761 0.540392 0.841244
3.419 0.845874 0.5403 0.841409
3.42 0.845987 0.540212 0.841575
3.421 0.8461 0.540125 0.84174
3.422 0.846214 0.540041 0.841906
3.423 0.846327 0.53996 0.842072
3.424 0.84644 0.539881 0.842237
3.425 0.846553 0.539805 0.842403
3.426 0.846666 0.539731 0.842569
3.427 0.84678 0.53966 0.842736
3.428 0.846893 0.539591 0.842902
3.429 0.847006 0.539525 0.843068
3.43 0.847119 0.539461 0.843235
3.431 0.847232 0.539399 0.843401
3.432 0.847346 0.539341 0.843568
3.433 0.847459 0.539284 0.843734
3.434 0.847572 0.539231 0.843901
3.435 0.847685 0.539179 0.844068
3.436 0.847798 0.539131 0.844235
3.437 0.847912 0.539085 0.844402
3.438 0.848025 0.539041 0.844569
3.439 0.848138 0.539 0.844737
3.44 0.848251 0.538961 0.844904
3.441 0.848364 0.538925 0.845071
3.442 0.848478 0.538891 0.845239
3.443 0.848591 0.53886 0.845406
3.444 0.848704 0.538831 0.845574
3.445 0.848817 0.538805 0.845742
3.446 0.848931 0.538782 0.84591
3.447 0.849044 0.538761 0.846077
3.448 0.849157 0.538742 0.846245
3.449 0.84927 0.538726 0.846413
3.45 0.849383 0.538712 0.846581
3.451 0.849497 0.538701 0.84675
3.452 0.84961 0.538693 0.846918
3.453 0.849723 0.538687 0.847086
3.454 0.849836 0.538683 0.847254
3.455 0.849949 0.538682 0.847423
3.456 0.850063 0.538684 0.847591
3.457 0.850176 0.538688 0.84776
3.458 0.850289 0.538694 0.847928
3.459 0.850402 0.538703 0.848097
3.46 0.850515 0.538715 0.848266
3.461 0.850629 0.538729 0.848434
3.462 0.850742 0.538745 0.848603
3.463 0.850855 0.538764 0.848772
3.464 0.850968 0.538786 0.848941
3.465 0.851081 0.53881 0.84911
3.466 0.851195 0.538837 0.849279
3.467 0.851308 0.538866 0.849448
3.468 0.851421 0.538897 0.849617
3.469 0.851534 0.538931 0.849786
3.47 0.851647 0.538968 0.849955
3.471 0.851761 0.539007 0.850125
3.472 0.851874 0.539049 0.850294
3.473 0.851987 0.539093 0.850463
3.474 0.8521 0.53914 0.850633
3.475 0.852214 0.539189 0.850802
3.476 0.852327 0.539241 0.850971
3.477 0.85244 0.539295 0.851141
3.478 0.852553 0.539352 0.85131
3.479 0.852666 0.539411 0.85148
3.48 0.85278 0.539473 0.851649
3.481 0.852893 0.539537 0.851819
3.482 0.853006 0.539604 0.851988
3.483 0.853119 0.539673 0.852158
3.484 0.853232 0.539745 0.852328
3.485 0.853346 0.539819 0.852497
3.486 0.853459 0.539896 0.852667
3.487 0.853572 0.539975 0.852837
3.488 0.853685 0.540057 0.853006
3.489 0.853798 0.540141 0.853176
3.49 0.853912 0.540228 0.853346
3.491 0.854025 0.540317 0.853516
3.492 0.854138 0.540409 0.853685
3.493 0.854251 0.540504 0.853855
3.494 0.854364 0.540601 0.854025
3.495 0.854478 0.5407 0.854195
3.496 0.854591 0.540802 0.854364
3.497 0.854704 0.540906 0.854534
3.498 0.854817 0.541013 0.854704
3.499 0.85493 0.541123 0.854874
3.5 0.855044 0.541235 0.855044
3.501 0.855157 0.541349 0.855214
3.502 0.85527 0.541466 0.855383
3.503 0.855383 0.541586 0.855553
3.504 0.855497 0.541708 0.855723
3.505 0.85561 0.541832 0.855893
3.506 0.855723 0.541959 0.856063
3.507 0.855836 0.542089 0.856232
3.508 0.855949 0.542221 0.856402
3.509 0.856063 0.542355 0.856572
3.51 0.856176 0.542492 0.856742
3.511 0.856289 0.542632 0.856911
3.512 0.856402 0.542774 0.857081
3.513 0.856515 0.542918 0.857251
3.514 0.856629 0.543066 0.85742
3.515 0.856742 0.543215 0.85759
3.516 0.856855 0.543367 0.85776
3.517 0.856968 0.543522 0.857929
3.518 0.857081 0.543679 0.858099
3.519 0.857195 0.543839 0.858269
3.52 0.857308 0.544001 0.858438
3.521 0.857421 0.544166 0.858608
3.522 0.857534 0.544333 0.858777
3.523 0.857647 0.544502 0.858947
3.524 0.857761 0.544675 0.859116
3.525 0.857874 0.544849 0.859285
3.526 0.857987 0.545027 0.859455
3.527 0.8581 0.545206 0.859624
3.528 0.858214 0.545389 0.859793
3.529 0.858327 0.545573 0.859963
3.53 0.85844 0.545761 0.860132
3.531 0.858553 0.54595 0.860301
3.532 0.858666 0.546143 0.86047
3.533 0.85878 0.546337 0.860639
3.534 0.858893 0.546535 0.860808
3.535 0.859006 0.546735 0.860977
3.536 0.859119 0.546937 0.861146
3.537 0.859232 0.547142 0.861315
3.538 0.859346 0.547349 0.861484
3.539 0.859459 0.547559 0.861653
3.54 0.859572 0.547771 0.861822
3.541 0.859685 0.547986 0.86199
3.542 0.859798 0.548204 0.862159
3.543 0.859912 0.548423 0.862328
3.544 0.860025 0.548646 0.862496
3.545 0.860138 0.548871 0.862665
3.546 0.860251 0.549098 0.862833
3.547 0.860364 0.549328 0.863001
3.548 0.860478 0.549561 0.86317
3.549 0.860591 0.549796 0.863338
3.55 0.860704 0.550033 0.863506
3.551 0.860817 0.550273 0.863674
3.552 0.86093 0.550516 0.863842
3.553 0.861044 0.550761 0.86401
3.554 0.861157 0.551008 0.864178
3.555 0.86127 0.551258 0.864346
3.556 0.861383 0.551511 0.864513
3.557 0.861497 0.551766 0.864681
3.558 0.86161 0.552023 0.864849
3.559 0.861723 0.552283 0.865016
3.56 0.861836 0.552546 0.865183
3.561 0.861949 0.552811 0.865351
3.562 0.862063 0.553079 0.865518
3.563 0.862176 0.553349 0.865685
3.564 0.862289 0.553621 0.865852
3.565 0.862402 0.553896 0.866019
3.566 0.862515 0.554174 0.866186
3.567 0.862629 0.554454 0.866353
3.568 0.862742 0.554737 0.86652
3.569 0.862855 0.555022 0.866686
3.57 0.862968 0.55531 0.866853
3.571 0.863081 0.5556 0.867019
3.572 0.863195 0.555893 0.867186
3.573 0.863308 0.556188 0.867352
3.574 0.863421 0.556486 0.867518
3.575 0.863534 0.556786 0.867684
3.576 0.863647 0.557089 0.86785
3.577 0.863761 0.557394 0.868016
3.578 0.863874 0.557702 0.868182
3.579 0.863987 0.558012 0.868347
3.58 0.8641 0.558325 0.868513
3.581 0.864213 0.55864 0.868678
3.582 0.864327 0.558958 0.868843
3.583 0.86444 0.559278 0.869009
3.584 0.864553 0.559601 0.869174
3.585 0.864666 0.559926 0.869339
3.586 0.86478 0.560254 0.869503
3.587 0.864893 0.560585 0.869668
3.588 0.865006 0.560917 0.869833
3.589 0.865119 0.561253 0.869997
3.59 0.865232 0.561591 0.870162
3.591 0.865346 0.561931 0.870326
3.592 0.865459 0.562274 0.87049
3.593 0.865572 0.562619 0.870654
3.594 0.865685 0.562967 0.870818
3.595 0.865798 0.563318 0.870982
3.596 0.865912 0.563671 0.871145
3.597 0.866025 0.564026 0.871309
3.598 0.866138 0.564384 0.871472
3.599 0.866251 0.564745 0.871635
3.6 0.866364 0.565108 0.871798
3.601 0.866478 0.565473 0.871961
3.602 0.866591 0.565841 0.872124
3.603 0.866704 0.566212 0.872287
3.604 0.866817 0.566585 0.872449
3.605 0.86693 0.56696 0.872612
3.606 0.867044 0.567338 0.872774
3.607 0.867157 0.567719 0.872936
3.608 0.86727 0.568102 0.873098
3.609 0.867383 0.568488 0.87326
3.61 0.867497 0.568876 0.873422
3.611 0.86761 0.569266 0.873583
3.612 0.867723 0.56966 0.873744
3.613 0.867836 0.570055 0.873906
3.614 0.867949 0.570453 0.874067
3.615 0.868063 0.570854 0.874228
3.616 0.868176 0.571257 0.874388
3.617 0.868289 0.571663 0.874549
3.618 0.868402 0.572071 0.874709
3.619 0.868515 0.572482 0.87487
3.62 0.868629 0.572895 0.87503
3.621 0.868742 0.573311 0.87519
3.622 0.868855 0.573729 0.87535
3.623 0.868968 0.57415 0.875509
3.624 0.869081 0.574573 0.875669
3.625 0.869195 0.574999 0.875828
3.626 0.869308 0.575427 0.875987
3.627 0.869421 0.575858 0.876146
3.628 0.869534 0.576291 0.876305
3.629 0.869647 0.576727 0.876463
3.63 0.869761 0.577165 0.876622
3.631 0.869874 0.577606 0.87678
3.632 0.869987 0.578049 0.876938
3.633 0.8701 0.578495 0.877096
3.634 0.870213 0.578943 0.877254
3.635 0.870327 0.579394 0.877411
3.636 0.87044 0.579848 0.877568
3.637 0.870553 0.580304 0.877726
3.638 0.870666 0.580762 0.877883
3.639 0.87078 0.581223 0.878039
3.64 0.870893 0.581686 0.878196
3.641 0.871006 0.582152 0.878352
3.642 0.871119 0.582621 0.878509
3.643 0.871232 0.583092 0.878665
3.644 0.871346 0.583565 0.87882
3.645 0.871459 0.584041 0.878976
3.646 0.871572 0.584519 0.879131
3.647 0.871685 0.585 0.879287
3.648 0.871798 0.585484 0.879442
3.649 0.871912 0.58597 0.879597
3.65 0.872025 0.586459 0.879751
3.651 0.872138 0.58695 0.879906
3.652 0.872251 0.587443 0.88006
3.653 0.872364 0.587939 0.880214
3.654 0.872478 0.588438 0.880368
3.655 0.872591 0.588939 0.880521
3.656 0.872704 0.589442 0.880675
3.657 0.872817 0.589948 0.880828
3.658 0.87293 0.590457 0.880981
3.659 0.873044 0.590968 0.881134
3.66 0.873157 0.591482 0.881286
3.661 0.87327 0.591998 0.881438
3.662 0.873383 0.592517 0.88159
3.663 0.873496 0.593038 0.881742
3.664 0.87361 0.593561 0.881894
3.665 0.873723 0.594088 0.882045
3.666 0.873836 0.594616 0.882197
3.667 0.873949 0.595148 0.882348
3.668 0.874063 0.595681 0.882498
3.669 0.874176 0.596217 0.882649
3.67 0.874289 0.596756 0.882799
3.671 0.874402 0.597297 0.882949
3.672 0.874515 0.597841 0.883099
3.673 0.874629 0.598387 0.883249
3.674 0.874742 0.598936 0.883398
3.675 0.874855 0.599487 0.883547
3.676 0.874968 0.600041 0.883696
3.677 0.875081 0.600598 0.883845
3.678 0.875195 0.601156 0.883993
3.679 0.875308 0.601718 0.884141
3.68 0.875421 0.602282 0.884289
3.681 0.875534 0.602848 0.884437
3.682 0.875647 0.603417 0.884584
3.683 0.875761 0.603988 0.884732
3.684 0.875874 0.604562 0.884878
3.685 0.875987 0.605138 0.885025
3.686 0.8761 0.605717 0.885172
3.687 0.876213 0.606299 0.885318
3.688 0.876327 0.606883 0.885464
3.689 0.87644 0.607469 0.885609
3.69 0.876553 0.608058 0.885755
3.691 0.876666 0.608649 0.8859
3.692 0.87678 0.609243 0.886045
3.693 0.876893 0.60984 0.88619
3.694 0.877006 0.610439 0.886334
3.695 0.877119 0.61104 0.886478
3.696 0.877232 0.611644 0.886622
3.697 0.877346 0.612251 0.886765
3.698 0.877459 0.61286 0.886909
3.699 0.877572 0.613471 0.887052
3.7 0.877685 0.614086 0.887195
3.701 0.877798 0.614702 0.887337
3.702 0.877912 0.615321 0.887479
3.703 0.878025 0.615943 0.887621
3.704 0.878138 0.616567 0.887763
3.705 0.878251 0.617193 0.887904
3.706 0.878364 0.617823 0.888045
3.707 0.878478 0.618454 0.888186
3.708 0.878591 0.619088 0.888327
3.709 0.878704 0.619725 0.888467
3.71 0.878817 0.620364 0.888607
3.711 0.87893 0.621006 0.888747
3.712 0.879044 0.62165 0.888886
3.713 0.879157 0.622297 0.889025
3.714 0.87927 0.622946 0.889164
3.715 0.879383 0.623597 0.889303
3.716 0.879496 0.624252 0.889441
3.717 0.87961 0.624908 0.889579
3.718 0.879723 0.625568 0.889717
3.719 0.879836 0.626229 0.889854
3.72 0.879949 0.626894 0.889991
3.721 0.880063 0.62756 0.890128
3.722 0.880176 0.62823 0.890265
3.723 0.880289 0.628901 0.890401
3.724 0.880402 0.629576 0.890537
3.725 0.880515 0.630253 0.890672
3.726 0.880629 0.630932 0.890807
3.727 0.880742 0.631614 0.890942
3.728 0.880855 0.632298 0.891077
3.729 0.880968 0.632985 0.891211
3.73 0.881081 0.633674 0.891345
3.731 0.881195 0.634366 0.891479
3.732 0.881308 0.635061 0.891613
3.733 0.881421 0.635757 0.891746
3.734 0.881534 0.636457 0.891878
3.735 0.881647 0.637159 0.892011
3.736 0.881761 0.637863 0.892143
3.737 0.881874 0.63857 0.892275
3.738 0.881987 0.63928 0.892406
3.739 0.8821 0.639992 0.892538
3.74 0.882213 0.640706 0.892668
3.741 0.882327 0.641423 0.892799
3.742 0.88244 0.642142 0.892929
3.743 0.882553 0.642864 0.893059
3.744 0.882666 0.643589 0.893188
3.745 0.882779 0.644316 0.893318
3.746 0.882893 0.645045 0.893447
3.747 0.883006 0.645778 0.893575
3.748 0.883119 0.646512 0.893703
3.749 0.883232 0.647249 0.893831
3.75 0.883346 0.647989 0.893959
3.751 0.883459 0.648731 0.894086
3.752 0.883572 0.649475 0.894213
3.753 0.883685 0.650222 0.894339
3.754 0.883798 0.650972 0.894465
3.755 0.883912 0.651724 0.894591
3.756 0.884025 0.652479 0.894717
3.757 0.884138 0.653236 0.894842
3.758 0.884251 0.653996 0.894967
3.759 0.884364 0.654758 0.895091
3.76 0.884478 0.655522 0.895215
3.761 0.884591 0.65629 0.895339
3.762 0.884704 0.657059 0.895462
3.763 0.884817 0.657832 0.895585
3.764 0.88493 0.658606 0.895708
3.765 0.885044 0.659384 0.89583
3.766 0.885157 0.660163 0.895952
3.767 0.88527 0.660945 0.896074
3.768 0.885383 0.66173 0.896195
3.769 0.885496 0.662518 0.896316
3.77 0.88561 0.663307 0.896436
3.771 0.885723 0.6641 0.896556
3.772 0.885836 0.664894 0.896676
3.773 0.885949 0.665692 0.896795
3.774 0.886063 0.666492 0.896914
3.775 0.886176 0.667294 0.897033
3.776 0.886289 0.668099 0.897151
3.777 0.886402 0.668906 0.897269
3.778 0.886515 0.669716 0.897387
3.779 0.886629 0.670528 0.897504
3.78 0.886742 0.671343 0.897621
3.781 0.886855 0.672161 0.897737
3.782 0.886968 0.67298 0.897853
3.783 0.887081 0.673803 0.897968
3.784 0.887195 0.674628 0.898084
3.785 0.887308 0.675455 0.898199
3.786 0.887421 0.676285 0.898313
3.787 0.887534 0.677118 0.898427
3.788 0.887647 0.677953 0.898541
3.789 0.887761 0.67879 0.898654
3.79 0.887874 0.67963 0.898767
3.791 0.887987 0.680473 0.898879
3.792 0.8881 0.681318 0.898991
3.793 0.888213 0.682165 0.899103
3.794 0.888327 0.683015 0.899214
3.795 0.88844 0.683868 0.899325
3.796 0.888553 0.684723 0.899436
3.797 0.888666 0.68558 0.899546
3.798 0.888779 0.68644 0.899656
3.799 0.888893 0.687303 0.899765
3.8 0.889006 0.688168 0.899874
3.801 0.889119 0.689036 0.899982
3.802 0.889232 0.689906 0.90009
3.803 0.889346 0.690778 0.900198
3.804 0.889459 0.691654 0.900305
3.805 0.889572 0.692531 0.900412
3.806 0.889685 0.693411 0.900518
3.807 0.889798 0.694294 0.900624
3.808 0.889912 0.695179 0.90073
3.809 0.890025 0.696067 0.900835
3.81 0.890138 0.696957 0.90094
3.811 0.890251 0.69785 0.901044
3.812 0.890364 0.698745 0.901148
3.813 0.890478 0.699643 0.901252
3.814 0.890591 0.700543 0.901355
3.815 0.890704 0.701446 0.901457
3.816 0.890817 0.702351 0.90156
3.817 0.89093 0.703259 0.901661
3.818 0.891044 0.704169 0.901763
3.819 0.891157 0.705082 0.901864
3.82 0.89127 0.705997 0.901964
3.821 0.891383 0.706915 0.902064
3.822 0.891496 0.707835 0.902164
3.823 0.89161 0.708758 0.902263
3.824 0.891723 0.709683 0.902362
3.825 0.891836 0.710611 0.90246
3.826 0.891949 0.711542 0.902558
3.827 0.892062 0.712475 0.902655
3.828 0.892176 0.71341 0.902752
3.829 0.892289 0.714348 0.902849
3.83 0.892402 0.715288 0.902945
3.831 0.892515 0.716231 0.90304
3.832 0.892629 0.717177 0.903135
3.833 0.892742 0.718125 0.90323
3.834 0.892855 0.719075 0.903324
3.835 0.892968 0.720028 0.903418
3.836 0.893081 0.720983 0.903512
3.837 0.893195 0.721941 0.903604
3.838 0.893308 0.722902 0.903697
3.839 0.893421 0.723865 0.903789
3.84 0.893534 0.72483 0.90388
3.841 0.893647 0.725798 0.903971
3.842 0.893761 0.726769 0.904062
3.843 0.893874 0.727742 0.904152
3.844 0.893987 0.728718 0.904242
3.845 0.8941 0.729696 0.904331
3.846 0.894213 0.730676 0.90442
3.847 0.894327 0.731659 0.904508
3.848 0.89444 0.732645 0.904596
3.849 0.894553 0.733633 0.904683
3.85 0.894666 0.734624 0.90477
3.851 0.894779 0.735617 0.904856
3.852 0.894893 0.736612 0.904942
3.853 0.895006 0.737611 0.905028
3.854 0.895119 0.738611 0.905113
3.855 0.895232 0.739614 0.905197
3.856 0.895346 0.74062 0.905281
3.857 0.895459 0.741628 0.905365
3.858 0.895572 0.742639 0.905448
3.859 0.895685 0.743652 0.90553
3.86 0.895798 0.744668 0.905612
3.861 0.895912 0.745686 0.905694
3.862 0.896025 0.746707 0.905775
3.863 0.896138 0.74773 0.905855
3.864 0.896251 0.748756 0.905935
3.865 0.896364 0.749784 0.906015
3.866 0.896478 0.750815 0.906094
3.867 0.896591 0.751848 0.906172
3.868 0.896704 0.752884 0.906251
3.869 0.896817 0.753922 0.906328
3.87 0.89693 0.754963 0.906405
3.871 0.897044 0.756007 0.906482
3.872 0.897157 0.757052 0.906558
3.873 0.89727 0.758101 0.906633
3.874 0.897383 0.759152 0.906708
3.875 0.897496 0.760205 0.906783
3.876 0.89761 0.761261 0.906857
3.877 0.897723 0.762319 0.906931
3.878 0.897836 0.76338 0.907004
3.879 0.897949 0.764444 0.907076
3.88 0.898062 0.76551 0.907148
3.881 0.898176 0.766578 0.90722
3.882 0.898289 0.767649 0.90729
3.883 0.898402 0.768722 0.907361
3.884 0.898515 0.769798 0.907431
3.885 0.898629 0.770877 0.9075
3.886 0.898742 0.771958 0.907569
3.887 0.898855 0.773041 0.907637
3.888 0.898968 0.774127 0.907705
3.889 0.899081 0.775216 0.907773
3.89 0.899195 0.776307 0.907839
3.891 0.899308 0.7774 0.907906
3.892 0.899421 0.778497 0.907971
3.893 0.899534 0.779595 0.908036
3.894 0.899647 0.780696 0.908101
3.895 0.899761 0.7818 0.908165
3.896 0.899874 0.782906 0.908229
3.897 0.899987 0.784014 0.908292
3.898 0.9001 0.785126 0.908354
3.899 0.900213 0.786239 0.908416
3.9 0.900327 0.787355 0.908478
3.901 0.90044 0.788474 0.908538
3.902 0.900553 0.789595 0.908599
3.903 0.900666 0.790719 0.908658
3.904 0.900779 0.791845 0.908718
3.905 0.900893 0.792974 0.908776
3.906 0.901006 0.794105 0.908835
3.907 0.901119 0.795239 0.908892
3.908 0.901232 0.796375 0.908949
3.909 0.901345 0.797514 0.909006
3.91 0.901459 0.798655 0.909061
3.911 0.901572 0.799799 0.909117
3.912 0.901685 0.800945 0.909172
3.913 0.901798 0.802094 0.909226
3.914 0.901912 0.803245 0.90928
3.915 0.902025 0.804399 0.909333
3.916 0.902138 0.805555 0.909385
3.917 0.902251 0.806714 0.909437
3.918 0.902364 0.807875 0.909489
3.919 0.902478 0.809039 0.909539
3.92 0.902591 0.810205 0.90959
3.921 0.902704 0.811374 0.909639
3.922 0.902817 0.812546 0.909689
3.923 0.90293 0.813719 0.909737
3.924 0.903044 0.814896 0.909785
3.925 0.903157 0.816075 0.909833
3.926 0.90327 0.817256 0.909879
3.927 0.903383 0.81844 0.909926
3.928 0.903496 0.819627 0.909971
3.929 0.90361 0.820816 0.910016
3.93 0.903723 0.822007 0.910061
3.931 0.903836 0.823201 0.910105
3.932 0.903949 0.824397 0.910148
3.933 0.904062 0.825596 0.910191
3.934 0.904176 0.826798 0.910233
3.935 0.904289 0.828002 0.910275
3.936 0.904402 0.829208 0.910316
3.937 0.904515 0.830417 0.910356
3.938 0.904629 0.831629 0.910396
3.939 0.904742 0.832843 0.910435
3.94 0.904855 0.83406 0.910474
3.941 0.904968 0.835279 0.910512
3.942 0.905081 0.8365 0.910549
3.943 0.905195 0.837724 0.910586
3.944 0.905308 0.838951 0.910622
3.945 0.905421 0.84018 0.910658
3.946 0.905534 0.841412 0.910693
3.947 0.905647 0.842646 0.910727
3.948 0.905761 0.843882 0.910761
3.949 0.905874 0.845122 0.910794
3.95 0.905987 0.846363 0.910827
3.951 0.9061 0.847607 0.910859
3.952 0.906213 0.848854 0.91089
3.953 0.906327 0.850103 0.910921
3.954 0.90644 0.851355 0.910951
3.955 0.906553 0.852609 0.91098
3.956 0.906666 0.853866 0.911009
3.957 0.906779 0.855125 0.911037
3.958 0.906893 0.856387 0.911065
3.959 0.907006 0.857651 0.911092
3.96 0.907119 0.858918 0.911118
3.961 0.907232 0.860187 0.911144
3.962 0.907345 0.861459 0.911169
3.963 0.907459 0.862733 0.911194
3.964 0.907572 0.86401 0.911218
3.965 0.907685 0.865289 0.911241
3.966 0.907798 0.866571 0.911264
3.967 0.907912 0.867856 0.911286
3.968 0.908025 0.869143 0.911307
3.969 0.908138 0.870432 0.911328
3.97 0.908251 0.871724 0.911348
3.971 0.908364 0.873018 0.911367
3.972 0.908478 0.874315 0.911386
3.973 0.908591 0.875614 0.911404
3.974 0.908704 0.876916 0.911422
3.975 0.908817 0.878221 0.911439
3.976 0.90893 0.879528 0.911455
3.977 0.909044 0.880837 0.91147
3.978 0.909157 0.882149 0.911485
3.979 0.90927 0.883464 0.9115
3.98 0.909383 0.884781 0.911513
3.981 0.909496 0.8861 0.911526
3.982 0.90961 0.887422 0.911539
3.983 0.909723 0.888747 0.91155
3.984 0.909836 0.890074 0.911561
3.985 0.909949 0.891403 0.911572
3.986 0.910062 0.892735 0.911581
3.987 0.910176 0.89407 0.91159
3.988 0.910289 0.895407 0.911599
3.989 0.910402 0.896746 0.911607
3.99 0.910515 0.898088 0.911614
3.991 0.910628 0.899433 0.91162
3.992 0.910742 0.90078 0.911626
3.993 0.910855 0.90213 0.911631
3.994 0.910968 0.903482 0.911635
3.995 0.911081 0.904837 0.911639
3.996 0.911195 0.906194 0.911642
3.997 0.911308 0.907553 0.911644
3.998 0.911421 0.908915 0.911646
3.999 0.911534 0.91028 0.911647
4 0.911647 0.911647 0.911647
4.001 0.910933 0.913014 0.911645
4.002 0.910219 0.914376 0.911639
4.003 0.909505 0.915734 0.911628
4.004 0.908791 0.917088 0.911613
4.005 0.908077 0.918438 0.911594
4.006 0.907363 0.919783 0.911571
4.007 0.906649 0.921124 0.911543
4.008 0.905935 0.922462 0.911511
4.009 0.90522 0.923795 0.911475
4.01 0.904506 0.925124 0.911435
4.011 0.903792 0.926448 0.91139
4.012 0.903078 0.927769 0.911341
4.013 0.902364 0.929085 0.911288
4.014 0.90165 0.930397 0.911231
4.015 0.900936 0.931705 0.91117
4.016 0.900222 0.933009 0.911105
4.017 0.899508 0.934309 0.911035
4.018 0.898794 0.935605 0.910962
4.019 0.89808 0.936896 0.910884
4.02 0.897365 0.938183 0.910802
4.021 0.896651 0.939466 0.910716
4.022 0.895937 0.940745 0.910626
4.023 0.895223 0.94202 0.910531
4.024 0.894509 0.94329 0.910433
4.025 0.893795 0.944557 0.910331
4.026 0.893081 0.945819 0.910224
4.027 0.892367 0.947077 0.910114
4.028 0.891653 0.948331 0.909999
4.029 0.890939 0.949581 0.909881
4.03 0.890224 0.950826 0.909758
4.031 0.88951 0.952068 0.909631
4.032 0.888796 0.953305 0.9095
4.033 0.888082 0.954538 0.909366
4.034 0.887368 0.955767 0.909227
4.035 0.886654 0.956992 0.909084
4.036 0.88594 0.958212 0.908938
4.037 0.885226 0.959429 0.908787
4.038 0.884512 0.960641 0.908632
4.039 0.883798 0.961849 0.908474
4.04 0.883084 0.963053 0.908311
4.041 0.882369 0.964253 0.908145
4.042 0.881655 0.965448 0.907974
4.043 0.880941 0.96664 0.9078
4.044 0.880227 0.967827 0.907622
4.045 0.879513 0.96901 0.907439
4.046 0.878799 0.970189 0.907253
4.047 0.878085 0.971364 0.907063
4.048 0.877371 0.972534 0.906869
4.049 0.876657 0.973701 0.906672
4.05 0.875943 0.974863 0.90647
4.051 0.875228 0.976021 0.906265
4.052 0.874514 0.977175 0.906055
4.053 0.8738 0.978325 0.905842
4.054 0.873086 0.979471 0.905625
4.055 0.872372 0.980612 0.905405
4.056 0.871658 0.981749 0.90518
4.057 0.870944 0.982882 0.904952
4.058 0.87023 0.984011 0.904719
4.059 0.869516 0.985136 0.904483
4.06 0.868802 0.986257 0.904244
4.061 0.868088 0.987373 0.904
4.062 0.867373 0.988486 0.903753
4.063 0.866659 0.989594 0.903502
4.064 0.865945 0.990698 0.903247
4.065 0.865231 0.991797 0.902988
4.066 0.864517 0.992893 0.902726
4.067 0.863803 0.993985 0.90246
4.068 0.863089 0.995072 0.90219
4.069 0.862375 0.996155 0.901917
4.07 0.861661 0.997234 0.90164
4.071 0.860947 0.998309 0.901359
4.072 0.860232 0.999379 0.901075
4.073 0.859518 1.00045 0.900787
4.074 0.858804 1.00151 0.900495
4.075 0.85809 1.00257 0.9002
4.076 0.857376 1.00362 0.8999
4.077 0.856662 1.00467 0.899598
4.078 0.855948 1.00572 0.899291
4.079 0.855234 1.00676 0.898981
4.08 0.85452 1.00779 0.898668
4.081 0.853806 1.00883 0.898351
4.082 0.853091 1.00986 0.89803
4.083 0.852377 1.01088 0.897706
4.084 0.851663 1.0119 0.897378
4.085 0.850949 1.01292 0.897046
4.086 0.850235 1.01393 0.896711
4.087 0.849521 1.01494 0.896373
4.088 0.848807 1.01594 0.896031
4.089 0.848093 1.01694 0.895685
4.09 0.847379 1.01794 0.895336
4.091 0.846665 1.01893 0.894983
4.092 0.845951 1.01992 0.894627
4.093 0.845236 1.0209 0.894267
4.094 0.844522 1.02188 0.893904
