# interpolation 
# x linterp integ
1.824 -0.249807 0.966132 
1.825 -0.250778 0.965882 
1.826 -0.251749 0.96563 
1.827 -0.252721 0.965378 
1.828 -0.253692 0.965125 
1.829 -0.254663 0.964871 
1.83 -0.255635 0.964616 
1.831 -0.256606 0.964359 
1.832 -0.257577 0.964102 
1.833 -0.258549 0.963844 
1.834 -0.25952 0.963585 
1.835 -0.260492 0.963325 
1.836 -0.261463 0.963064 
1.837 -0.262434 0.962802 
1.838 -0.263406 0.962539 
1.839 -0.264377 0.962276 
1.84 -0.265348 0.962011 
1.841 -0.26632 0.961745 
1.842 -0.267291 0.961478 
1.843 -0.268263 0.96121 
1.844 -0.269234 0.960941 
1.845 -0.270205 0.960672 
1.846 -0.271177 0.960401 
1.847 -0.272148 0.960129 
1.848 -0.273119 0.959857 
1.849 -0.274091 0.959583 
1.85 -0.275062 0.959309 
1.851 -0.276034 0.959033 
1.852 -0.277005 0.958757 
1.853 -0.277976 0.958479 
1.854 -0.278948 0.958201 
1.855 -0.279919 0.957921 
1.856 -0.28089 0.957641 
1.857 -0.281862 0.957359 
1.858 -0.282833 0.957077 
1.859 -0.283804 0.956794 
1.86 -0.284776 0.956509 
1.861 -0.285747 0.956224 
1.862 -0.286719 0.955938 
1.863 -0.28769 0.955651 
1.864 -0.288661 0.955363 
1.865 -0.289633 0.955073 
1.866 -0.290604 0.954783 
1.867 -0.291575 0.954492 
1.868 -0.292547 0.9542 
1.869 -0.293518 0.953907 
1.87 -0.29449 0.953613 
1.871 -0.295461 0.953318 
1.872 -0.296432 0.953022 
1.873 -0.297404 0.952725 
1.874 -0.298375 0.952427 
1.875 -0.299346 0.952128 
1.876 -0.300318 0.951829 
1.877 -0.301289 0.951528 
1.878 -0.302261 0.951226 
1.879 -0.303232 0.950923 
1.88 -0.304203 0.95062 
1.881 -0.305175 0.950315 
1.882 -0.306146 0.950009 
1.883 -0.307117 0.949703 
1.884 -0.308089 0.949395 
1.885 -0.309058 0.949086 
1.886 -0.309981 0.948777 
1.887 -0.310904 0.948466 
1.888 -0.311827 0.948155 
1.889 -0.31275 0.947843 
1.89 -0.313673 0.94753 
1.891 -0.314596 0.947215 
1.892 -0.315518 0.9469 
1.893 -0.316441 0.946584 
1.894 -0.317364 0.946268 
1.895 -0.318287 0.94595 
1.896 -0.31921 0.945631 
1.897 -0.320133 0.945311 
1.898 -0.321056 0.944991 
1.899 -0.321979 0.944669 
1.9 -0.322902 0.944347 
1.901 -0.323825 0.944023 
1.902 -0.324748 0.943699 
1.903 -0.325671 0.943374 
1.904 -0.326594 0.943048 
1.905 -0.327517 0.942721 
1.906 -0.32844 0.942393 
1.907 -0.329362 0.942064 
1.908 -0.330285 0.941734 
1.909 -0.331208 0.941403 
1.91 -0.332131 0.941072 
1.911 -0.333054 0.940739 
1.912 -0.333977 0.940405 
1.913 -0.3349 0.940071 
1.914 -0.335823 0.939736 
1.915 -0.336746 0.939399 
1.916 -0.337669 0.939062 
1.917 -0.338592 0.938724 
1.918 -0.339515 0.938385 
1.919 -0.340438 0.938045 
1.92 -0.341361 0.937704 
1.921 -0.342283 0.937362 
1.922 -0.343206 0.93702 
1.923 -0.344129 0.936676 
1.924 -0.345052 0.936331 
1.925 -0.345975 0.935986 
1.926 -0.346898 0.935639 
1.927 -0.347821 0.935292 
1.928 -0.348744 0.934944 
1.929 -0.349667 0.934595 
1.93 -0.35059 0.934244 
1.931 -0.351513 0.933893 
1.932 -0.352436 0.933541 
1.933 -0.353359 0.933188 
1.934 -0.354282 0.932835 
1.935 -0.355204 0.93248 
1.936 -0.356127 0.932124 
1.937 -0.35705 0.931768 
1.938 -0.357973 0.93141 
1.939 -0.358896 0.931052 
1.94 -0.359819 0.930692 
1.941 -0.360742 0.930332 
1.942 -0.361665 0.929971 
1.943 -0.362588 0.929609 
1.944 -0.363511 0.929246 
1.945 -0.364434 0.928882 
1.946 -0.365357 0.928517 
1.947 -0.36628 0.928151 
1.948 -0.367203 0.927784 
1.949 -0.368125 0.927417 
1.95 -0.369048 0.927048 
1.951 -0.369971 0.926678 
1.952 -0.370894 0.926308 
1.953 -0.371817 0.925937 
1.954 -0.37274 0.925564 
1.955 -0.373663 0.925191 
1.956 -0.374586 0.924817 
1.957 -0.375509 0.924442 
1.958 -0.376432 0.924066 
1.959 -0.377355 0.923689 
1.96 -0.378278 0.923311 
1.961 -0.379201 0.922933 
1.962 -0.380124 0.922553 
1.963 -0.381047 0.922172 
1.964 -0.381969 0.921791 
1.965 -0.382892 0.921408 
1.966 -0.383815 0.921025 
1.967 -0.384738 0.920641 
1.968 -0.385661 0.920256 
1.969 -0.386584 0.919869 
1.97 -0.387507 0.919482 
1.971 -0.38843 0.919094 
1.972 -0.389353 0.918706 
1.973 -0.390276 0.918316 
1.974 -0.391199 0.917925 
1.975 -0.392122 0.917533 
1.976 -0.393045 0.917141 
1.977 -0.393968 0.916747 
1.978 -0.39489 0.916353 
1.979 -0.395813 0.915958 
1.98 -0.396736 0.915561 
1.981 -0.397659 0.915164 
1.982 -0.398582 0.914766 
1.983 -0.399505 0.914367 
1.984 -0.400428 0.913967 
1.985 -0.401351 0.913566 
1.986 -0.402274 0.913164 
1.987 -0.403197 0.912761 
1.988 -0.40412 0.912358 
1.989 -0.405043 0.911953 
1.99 -0.405966 0.911548 
1.991 -0.406889 0.911141 
1.992 -0.407811 0.910734 
1.993 -0.408734 0.910326 
1.994 -0.409657 0.909916 
1.995 -0.41058 0.909506 
1.996 -0.411503 0.909095 
1.997 -0.412426 0.908683 
1.998 -0.413349 0.90827 
1.999 -0.414272 0.907857 
2 -0.415195 0.907442 
2.001 -0.416118 0.907026 
2.002 -0.417041 0.90661 
2.003 -0.417964 0.906192 
2.004 -0.418887 0.905774 
2.005 -0.41981 0.905354 
2.006 -0.420733 0.904934 
2.007 -0.421655 0.904513 
2.008 -0.422578 0.904091 
2.009 -0.423501 0.903668 
2.01 -0.424424 0.903244 
2.011 -0.425347 0.902819 
2.012 -0.42627 0.902393 
2.013 -0.427193 0.901966 
2.014 -0.428116 0.901539 
2.015 -0.429039 0.90111 
2.016 -0.429962 0.900681 
2.017 -0.430885 0.90025 
2.018 -0.431808 0.899819 
2.019 -0.432731 0.899387 
2.02 -0.433654 0.898953 
2.021 -0.434576 0.898519 
2.022 -0.435499 0.898084 
2.023 -0.436422 0.897648 
2.024 -0.437345 0.897211 
2.025 -0.438268 0.896774 
2.026 -0.439191 0.896335 
2.027 -0.440114 0.895895 
2.028 -0.441037 0.895455 
2.029 -0.44196 0.895013 
2.03 -0.442883 0.894571 
2.031 -0.443806 0.894127 
2.032 -0.444729 0.893683 
2.033 -0.445652 0.893238 
2.034 -0.446575 0.892792 
2.035 -0.447497 0.892345 
2.036 -0.44842 0.891897 
2.037 -0.449343 0.891448 
2.038 -0.450266 0.890998 
2.039 -0.451189 0.890547 
2.04 -0.452112 0.890096 
2.041 -0.453035 0.889643 
2.042 -0.453958 0.88919 
2.043 -0.454812 0.888735 
2.044 -0.455664 0.88828 
2.045 -0.456516 0.887824 
2.046 -0.457368 0.887367 
2.047 -0.458219 0.886909 
2.048 -0.459071 0.886451 
2.049 -0.459923 0.885991 
2.05 -0.460775 0.885531 
2.051 -0.461626 0.88507 
2.052 -0.462478 0.884608 
2.053 -0.46333 0.884145 
2.054 -0.464182 0.883681 
2.055 -0.465033 0.883216 
2.056 -0.465885 0.882751 
2.057 -0.466737 0.882284 
2.058 -0.467589 0.881817 
2.059 -0.46844 0.881349 
2.06 -0.469292 0.88088 
2.061 -0.470144 0.880411 
2.062 -0.470996 0.87994 
2.063 -0.471848 0.879469 
2.064 -0.472699 0.878996 
2.065 -0.473551 0.878523 
2.066 -0.474403 0.878049 
2.067 -0.475255 0.877575 
2.068 -0.476106 0.877099 
2.069 -0.476958 0.876622 
2.07 -0.47781 0.876145 
2.071 -0.478662 0.875667 
2.072 -0.479513 0.875188 
2.073 -0.480365 0.874708 
2.074 -0.481217 0.874227 
2.075 -0.482069 0.873745 
2.076 -0.48292 0.873263 
2.077 -0.483772 0.872779 
2.078 -0.484624 0.872295 
2.079 -0.485476 0.87181 
2.08 -0.486328 0.871324 
2.081 -0.487179 0.870837 
2.082 -0.488031 0.87035 
2.083 -0.488883 0.869861 
2.084 -0.489735 0.869372 
2.085 -0.490586 0.868882 
2.086 -0.491438 0.868391 
2.087 -0.49229 0.867899 
2.088 -0.493142 0.867406 
2.089 -0.493993 0.866913 
2.09 -0.494845 0.866418 
2.091 -0.495697 0.865923 
2.092 -0.496549 0.865427 
2.093 -0.4974 0.86493 
2.094 -0.498252 0.864432 
2.095 -0.499104 0.863933 
2.096 -0.499956 0.863434 
2.097 -0.500808 0.862934 
2.098 -0.501659 0.862432 
2.099 -0.502511 0.86193 
2.1 -0.503363 0.861427 
2.101 -0.504215 0.860924 
2.102 -0.505066 0.860419 
2.103 -0.505918 0.859913 
2.104 -0.50677 0.859407 
2.105 -0.507622 0.8589 
2.106 -0.508473 0.858392 
2.107 -0.509325 0.857883 
2.108 -0.510177 0.857373 
2.109 -0.511029 0.856863 
2.11 -0.51188 0.856351 
2.111 -0.512732 0.855839 
2.112 -0.513584 0.855326 
2.113 -0.514436 0.854812 
2.114 -0.515287 0.854297 
2.115 -0.516139 0.853781 
2.116 -0.516991 0.853264 
2.117 -0.517843 0.852747 
2.118 -0.518695 0.852229 
2.119 -0.519546 0.85171 
2.12 -0.520398 0.85119 
2.121 -0.52125 0.850669 
2.122 -0.522102 0.850147 
2.123 -0.522953 0.849625 
2.124 -0.523805 0.849101 
2.125 -0.524657 0.848577 
2.126 -0.525509 0.848052 
2.127 -0.52636 0.847526 
2.128 -0.527212 0.846999 
2.129 -0.528064 0.846472 
2.13 -0.528916 0.845943 
2.131 -0.529767 0.845414 
2.132 -0.530619 0.844884 
2.133 -0.531471 0.844353 
2.134 -0.532323 0.843821 
2.135 -0.533175 0.843288 
2.136 -0.534026 0.842754 
2.137 -0.534878 0.84222 
2.138 -0.53573 0.841685 
2.139 -0.536582 0.841148 
2.14 -0.537433 0.840611 
2.141 -0.538285 0.840074 
2.142 -0.539137 0.839535 
2.143 -0.539989 0.838995 
2.144 -0.54084 0.838455 
2.145 -0.541692 0.837914 
2.146 -0.542544 0.837371 
2.147 -0.543396 0.836829 
2.148 -0.544247 0.836285 
2.149 -0.545099 0.83574 
2.15 -0.545951 0.835194 
2.151 -0.546803 0.834648 
2.152 -0.547655 0.834101 
2.153 -0.548506 0.833553 
2.154 -0.549358 0.833004 
2.155 -0.55021 0.832454 
2.156 -0.551062 0.831903 
2.157 -0.551913 0.831352 
2.158 -0.552765 0.8308 
2.159 -0.553617 0.830246 
2.16 -0.554469 0.829692 
2.161 -0.55532 0.829137 
2.162 -0.556172 0.828582 
2.163 -0.557024 0.828025 
2.164 -0.557876 0.827468 
2.165 -0.558727 0.826909 
2.166 -0.559579 0.82635 
2.167 -0.560431 0.82579 
2.168 -0.561283 0.825229 
2.169 -0.562135 0.824668 
2.17 -0.562986 0.824105 
2.171 -0.563838 0.823542 
2.172 -0.56469 0.822977 
2.173 -0.565542 0.822412 
2.174 -0.566393 0.821846 
2.175 -0.567245 0.82128 
2.176 -0.568097 0.820712 
2.177 -0.568949 0.820143 
2.178 -0.5698 0.819574 
2.179 -0.570652 0.819004 
2.18 -0.571504 0.818433 
2.181 -0.572356 0.817861 
2.182 -0.573207 0.817288 
2.183 -0.574059 0.816714 
2.184 -0.574911 0.81614 
2.185 -0.575763 0.815564 
2.186 -0.576614 0.814988 
2.187 -0.577466 0.814411 
2.188 -0.578318 0.813833 
2.189 -0.57917 0.813255 
2.19 -0.580022 0.812675 
2.191 -0.580873 0.812095 
2.192 -0.581725 0.811513 
2.193 -0.582577 0.810931 
2.194 -0.583429 0.810348 
2.195 -0.58428 0.809764 
2.196 -0.585132 0.80918 
2.197 -0.585984 0.808594 
2.198 -0.586836 0.808008 
2.199 -0.587687 0.80742 
2.2 -0.588458 0.806832 
2.201 -0.589217 0.806243 
2.202 -0.589977 0.805654 
2.203 -0.590737 0.805063 
2.204 -0.591496 0.804472 
2.205 -0.592256 0.80388 
2.206 -0.593015 0.803288 
2.207 -0.593775 0.802694 
2.208 -0.594535 0.8021 
2.209 -0.595294 0.801505 
2.21 -0.596054 0.80091 
2.211 -0.596813 0.800313 
2.212 -0.597573 0.799716 
2.213 -0.598333 0.799118 
2.214 -0.599092 0.798519 
2.215 -0.599852 0.79792 
2.216 -0.600612 0.79732 
2.217 -0.601371 0.796719 
2.218 -0.602131 0.796117 
2.219 -0.60289 0.795514 
2.22 -0.60365 0.794911 
2.221 -0.60441 0.794307 
2.222 -0.605169 0.793702 
2.223 -0.605929 0.793097 
2.224 -0.606689 0.792491 
2.225 -0.607448 0.791883 
2.226 -0.608208 0.791276 
2.227 -0.608967 0.790667 
2.228 -0.609727 0.790058 
2.229 -0.610487 0.789448 
2.23 -0.611246 0.788837 
2.231 -0.612006 0.788225 
2.232 -0.612766 0.787613 
2.233 -0.613525 0.787 
2.234 -0.614285 0.786386 
2.235 -0.615044 0.785771 
2.236 -0.615804 0.785156 
2.237 -0.616564 0.784539 
2.238 -0.617323 0.783922 
2.239 -0.618083 0.783305 
2.24 -0.618843 0.782686 
2.241 -0.619602 0.782067 
2.242 -0.620362 0.781447 
2.243 -0.621121 0.780826 
2.244 -0.621881 0.780205 
2.245 -0.622641 0.779583 
2.246 -0.6234 0.77896 
2.247 -0.62416 0.778336 
2.248 -0.62492 0.777711 
2.249 -0.625679 0.777086 
2.25 -0.626439 0.77646 
2.251 -0.627198 0.775833 
2.252 -0.627958 0.775205 
2.253 -0.628718 0.774577 
2.254 -0.629477 0.773948 
2.255 -0.630237 0.773318 
2.256 -0.630997 0.772688 
2.257 -0.631756 0.772056 
2.258 -0.632516 0.771424 
2.259 -0.633275 0.770791 
2.26 -0.634035 0.770157 
2.261 -0.634795 0.769523 
2.262 -0.635554 0.768888 
2.263 -0.636314 0.768252 
2.264 -0.637074 0.767615 
2.265 -0.637833 0.766978 
2.266 -0.638593 0.76634 
2.267 -0.639352 0.765701 
2.268 -0.640112 0.765061 
2.269 -0.640872 0.76442 
2.27 -0.641631 0.763779 
2.271 -0.642391 0.763137 
2.272 -0.643151 0.762494 
2.273 -0.64391 0.761851 
2.274 -0.64467 0.761207 
2.275 -0.645429 0.760561 
2.276 -0.646189 0.759916 
2.277 -0.646949 0.759269 
2.278 -0.647708 0.758622 
2.279 -0.648468 0.757974 
2.28 -0.649228 0.757325 
2.281 -0.649987 0.756675 
2.282 -0.650747 0.756025 
2.283 -0.651506 0.755374 
2.284 -0.652266 0.754722 
2.285 -0.653026 0.754069 
2.286 -0.653785 0.753416 
2.287 -0.654545 0.752762 
2.288 -0.655305 0.752107 
2.289 -0.656064 0.751451 
2.29 -0.656824 0.750795 
2.291 -0.657583 0.750137 
2.292 -0.658343 0.749479 
2.293 -0.659103 0.748821 
2.294 -0.659862 0.748161 
2.295 -0.660622 0.747501 
2.296 -0.661382 0.74684 
2.297 -0.662141 0.746178 
2.298 -0.662901 0.745516 
2.299 -0.66366 0.744852 
2.3 -0.66442 0.744188 
2.301 -0.66518 0.743524 
2.302 -0.665939 0.742858 
2.303 -0.666699 0.742192 
2.304 -0.667459 0.741525 
2.305 -0.668218 0.740857 
2.306 -0.668978 0.740188 
2.307 -0.669737 0.739519 
2.308 -0.670497 0.738849 
2.309 -0.671257 0.738178 
2.31 -0.672016 0.737506 
2.311 -0.672776 0.736834 
2.312 -0.673536 0.736161 
2.313 -0.674295 0.735487 
2.314 -0.675055 0.734812 
2.315 -0.675814 0.734137 
2.316 -0.676574 0.73346 
2.317 -0.677334 0.732783 
2.318 -0.678093 0.732106 
2.319 -0.678853 0.731427 
2.32 -0.679613 0.730748 
2.321 -0.680372 0.730068 
2.322 -0.681132 0.729387 
2.323 -0.681891 0.728706 
2.324 -0.682651 0.728024 
2.325 -0.683411 0.72734 
2.326 -0.68417 0.726657 
2.327 -0.68493 0.725972 
2.328 -0.68569 0.725287 
2.329 -0.686449 0.724601 
2.33 -0.687209 0.723914 
2.331 -0.687968 0.723226 
2.332 -0.688728 0.722538 
2.333 -0.689488 0.721849 
2.334 -0.690247 0.721159 
2.335 -0.691007 0.720468 
2.336 -0.691767 0.719777 
2.337 -0.692526 0.719085 
2.338 -0.693286 0.718392 
2.339 -0.694045 0.717698 
2.34 -0.694805 0.717004 
2.341 -0.695565 0.716309 
2.342 -0.696324 0.715613 
2.343 -0.697084 0.714916 
2.344 -0.697844 0.714219 
2.345 -0.698603 0.71352 
2.346 -0.699363 0.712821 
2.347 -0.700122 0.712122 
2.348 -0.700882 0.711421 
2.349 -0.701642 0.71072 
2.35 -0.702401 0.710018 
2.351 -0.703161 0.709315 
2.352 -0.703921 0.708612 
2.353 -0.70468 0.707907 
2.354 -0.70544 0.707202 
2.355 -0.706199 0.706496 
2.356 -0.706959 0.70579 
2.357 -0.707629 0.705082 
2.358 -0.708278 0.704375 
2.359 -0.708927 0.703666 
2.36 -0.709576 0.702957 
2.361 -0.710225 0.702247 
2.362 -0.710873 0.701536 
2.363 -0.711522 0.700825 
2.364 -0.712171 0.700113 
2.365 -0.71282 0.699401 
2.366 -0.713468 0.698688 
2.367 -0.714117 0.697974 
2.368 -0.714766 0.697259 
2.369 -0.715415 0.696544 
2.37 -0.716064 0.695828 
2.371 -0.716712 0.695112 
2.372 -0.717361 0.694395 
2.373 -0.71801 0.693677 
2.374 -0.718659 0.692959 
2.375 -0.719307 0.69224 
2.376 -0.719956 0.69152 
2.377 -0.720605 0.6908 
2.378 -0.721254 0.690079 
2.379 -0.721903 0.689358 
2.38 -0.722551 0.688635 
2.381 -0.7232 0.687913 
2.382 -0.723849 0.687189 
2.383 -0.724498 0.686465 
2.384 -0.725146 0.68574 
2.385 -0.725795 0.685015 
2.386 -0.726444 0.684288 
2.387 -0.727093 0.683562 
2.388 -0.727742 0.682834 
2.389 -0.72839 0.682106 
2.39 -0.729039 0.681377 
2.391 -0.729688 0.680648 
2.392 -0.730337 0.679918 
2.393 -0.730985 0.679187 
2.394 -0.731634 0.678456 
2.395 -0.732283 0.677724 
2.396 -0.732932 0.676992 
2.397 -0.733581 0.676258 
2.398 -0.734229 0.675524 
2.399 -0.734878 0.67479 
2.4 -0.735527 0.674055 
2.401 -0.736176 0.673319 
2.402 -0.736825 0.672582 
2.403 -0.737473 0.671845 
2.404 -0.738122 0.671107 
2.405 -0.738771 0.670369 
2.406 -0.73942 0.66963 
2.407 -0.740068 0.66889 
2.408 -0.740717 0.66815 
2.409 -0.741366 0.667409 
2.41 -0.742015 0.666667 
2.411 -0.742664 0.665925 
2.412 -0.743312 0.665182 
2.413 -0.743961 0.664438 
2.414 -0.74461 0.663694 
2.415 -0.745259 0.662949 
2.416 -0.745907 0.662203 
2.417 -0.746556 0.661457 
2.418 -0.747205 0.66071 
2.419 -0.747854 0.659962 
2.42 -0.748503 0.659214 
2.421 -0.749151 0.658465 
2.422 -0.7498 0.657716 
2.423 -0.750449 0.656966 
2.424 -0.751098 0.656215 
2.425 -0.751746 0.655464 
2.426 -0.752395 0.654712 
2.427 -0.753044 0.653959 
2.428 -0.753693 0.653206 
2.429 -0.754342 0.652452 
2.43 -0.75499 0.651697 
2.431 -0.755639 0.650942 
2.432 -0.756288 0.650186 
2.433 -0.756937 0.649429 
2.434 -0.757585 0.648672 
2.435 -0.758234 0.647914 
2.436 -0.758883 0.647155 
2.437 -0.759532 0.646396 
2.438 -0.760181 0.645636 
2.439 -0.760829 0.644876 
2.44 -0.761478 0.644114 
2.441 -0.762127 0.643353 
2.442 -0.762776 0.64259 
2.443 -0.763425 0.641827 
2.444 -0.764073 0.641063 
2.445 -0.764722 0.640299 
2.446 -0.765371 0.639534 
2.447 -0.76602 0.638768 
2.448 -0.766668 0.638002 
2.449 -0.767317 0.637235 
2.45 -0.767966 0.636467 
2.451 -0.768615 0.635699 
2.452 -0.769264 0.63493 
2.453 -0.769912 0.63416 
2.454 -0.770561 0.63339 
2.455 -0.77121 0.632619 
2.456 -0.771859 0.631848 
2.457 -0.772507 0.631076 
2.458 -0.773156 0.630303 
2.459 -0.773805 0.629529 
2.46 -0.774454 0.628755 
2.461 -0.775103 0.62798 
2.462 -0.775751 0.627205 
2.463 -0.7764 0.626429 
2.464 -0.777049 0.625652 
2.465 -0.777698 0.624875 
2.466 -0.778346 0.624097 
2.467 -0.778995 0.623318 
2.468 -0.779644 0.622539 
2.469 -0.780293 0.621759 
2.47 -0.780942 0.620978 
2.471 -0.78159 0.620197 
2.472 -0.782239 0.619415 
2.473 -0.782888 0.618632 
2.474 -0.783537 0.617849 
2.475 -0.784185 0.617065 
2.476 -0.784834 0.616281 
2.477 -0.785483 0.615496 
2.478 -0.786132 0.61471 
2.479 -0.786781 0.613923 
2.48 -0.787429 0.613136 
2.481 -0.788078 0.612349 
2.482 -0.788727 0.61156 
2.483 -0.789376 0.610771 
2.484 -0.790025 0.609981 
2.485 -0.790673 0.609191 
2.486 -0.791322 0.6084 
2.487 -0.791971 0.607608 
2.488 -0.79262 0.606816 
2.489 -0.793268 0.606023 
2.49 -0.793917 0.60523 
2.491 -0.794566 0.604435 
2.492 -0.795215 0.60364 
2.493 -0.795864 0.602845 
2.494 -0.796512 0.602049 
2.495 -0.797161 0.601252 
2.496 -0.79781 0.600454 
2.497 -0.798459 0.599656 
2.498 -0.799107 0.598858 
2.499 -0.799756 0.598058 
2.5 -0.800405 0.597258 
2.501 -0.801054 0.596457 
2.502 -0.801703 0.595656 
2.503 -0.802351 0.594854 
2.504 -0.803 0.594051 
2.505 -0.803649 0.593248 
2.506 -0.804298 0.592444 
2.507 -0.804946 0.591639 
2.508 -0.805595 0.590834 
2.509 -0.806244 0.590028 
2.51 -0.806893 0.589222 
2.511 -0.807542 0.588414 
2.512 -0.80819 0.587606 
2.513 -0.808839 0.586798 
2.514 -0.809396 0.585989 
2.515 -0.809918 0.585179 
2.516 -0.81044 0.584369 
2.517 -0.810962 0.583558 
2.518 -0.811484 0.582747 
2.519 -0.812006 0.581935 
2.52 -0.812528 0.581123 
2.521 -0.81305 0.58031 
2.522 -0.813572 0.579497 
2.523 -0.814094 0.578683 
2.524 -0.814615 0.577869 
2.525 -0.815137 0.577054 
2.526 -0.815659 0.576238 
2.527 -0.816181 0.575423 
2.528 -0.816703 0.574606 
2.529 -0.817225 0.573789 
2.53 -0.817747 0.572972 
2.531 -0.818269 0.572154 
2.532 -0.818791 0.571335 
2.533 -0.819313 0.570516 
2.534 -0.819835 0.569696 
2.535 -0.820357 0.568876 
2.536 -0.820879 0.568056 
2.537 -0.821401 0.567235 
2.538 -0.821923 0.566413 
2.539 -0.822445 0.565591 
2.54 -0.822967 0.564768 
2.541 -0.823489 0.563945 
2.542 -0.824011 0.563121 
2.543 -0.824533 0.562297 
2.544 -0.825055 0.561472 
2.545 -0.825577 0.560647 
2.546 -0.826099 0.559821 
2.547 -0.826621 0.558995 
2.548 -0.827143 0.558168 
2.549 -0.827665 0.55734 
2.55 -0.828186 0.556512 
2.551 -0.828708 0.555684 
2.552 -0.82923 0.554855 
2.553 -0.829752 0.554025 
2.554 -0.830274 0.553195 
2.555 -0.830796 0.552365 
2.556 -0.831318 0.551534 
2.557 -0.83184 0.550702 
2.558 -0.832362 0.54987 
2.559 -0.832884 0.549037 
2.56 -0.833406 0.548204 
2.561 -0.833928 0.547371 
2.562 -0.83445 0.546536 
2.563 -0.834972 0.545702 
2.564 -0.835494 0.544867 
2.565 -0.836016 0.544031 
2.566 -0.836538 0.543195 
2.567 -0.83706 0.542358 
2.568 -0.837582 0.54152 
2.569 -0.838104 0.540683 
2.57 -0.838626 0.539844 
2.571 -0.839148 0.539005 
2.572 -0.83967 0.538166 
2.573 -0.840192 0.537326 
2.574 -0.840714 0.536486 
2.575 -0.841236 0.535645 
2.576 -0.841757 0.534803 
2.577 -0.842279 0.533961 
2.578 -0.842801 0.533118 
2.579 -0.843323 0.532275 
2.58 -0.843845 0.531432 
2.581 -0.844367 0.530588 
2.582 -0.844889 0.529743 
2.583 -0.845411 0.528898 
2.584 -0.845933 0.528052 
2.585 -0.846455 0.527206 
2.586 -0.846977 0.526359 
2.587 -0.847499 0.525512 
2.588 -0.848021 0.524664 
2.589 -0.848543 0.523816 
2.59 -0.849065 0.522967 
2.591 -0.849587 0.522118 
2.592 -0.850109 0.521268 
2.593 -0.850631 0.520418 
2.594 -0.851153 0.519567 
2.595 -0.851675 0.518715 
2.596 -0.852197 0.517863 
2.597 -0.852719 0.517011 
2.598 -0.853241 0.516158 
2.599 -0.853763 0.515305 
2.6 -0.854285 0.514451 
2.601 -0.854807 0.513596 
2.602 -0.855328 0.512741 
2.603 -0.85585 0.511885 
2.604 -0.856372 0.511029 
2.605 -0.856894 0.510173 
2.606 -0.857416 0.509315 
2.607 -0.857938 0.508458 
2.608 -0.85846 0.5076 
2.609 -0.858982 0.506741 
2.61 -0.859504 0.505882 
2.611 -0.860026 0.505022 
2.612 -0.860548 0.504162 
2.613 -0.86107 0.503301 
2.614 -0.861592 0.502439 
2.615 -0.862114 0.501578 
2.616 -0.862636 0.500715 
2.617 -0.863158 0.499852 
2.618 -0.86368 0.498989 
2.619 -0.864202 0.498125 
2.62 -0.864724 0.49726 
2.621 -0.865246 0.496395 
2.622 -0.865768 0.49553 
2.623 -0.86629 0.494664 
2.624 -0.866812 0.493797 
2.625 -0.867334 0.49293 
2.626 -0.867856 0.492063 
2.627 -0.868378 0.491195 
2.628 -0.868899 0.490326 
2.629 -0.869421 0.489457 
2.63 -0.869943 0.488587 
2.631 -0.870465 0.487717 
2.632 -0.870987 0.486846 
2.633 -0.871509 0.485975 
2.634 -0.872031 0.485103 
2.635 -0.872553 0.484231 
2.636 -0.873075 0.483358 
2.637 -0.873597 0.482485 
2.638 -0.874119 0.481611 
2.639 -0.874641 0.480736 
2.64 -0.875163 0.479862 
2.641 -0.875685 0.478986 
2.642 -0.876207 0.47811 
2.643 -0.876729 0.477234 
2.644 -0.877251 0.476357 
2.645 -0.877773 0.475479 
2.646 -0.878295 0.474601 
2.647 -0.878817 0.473723 
2.648 -0.879339 0.472844 
2.649 -0.879861 0.471964 
2.65 -0.880383 0.471084 
2.651 -0.880905 0.470203 
2.652 -0.881427 0.469322 
2.653 -0.881949 0.46844 
2.654 -0.88247 0.467558 
2.655 -0.882992 0.466675 
2.656 -0.883514 0.465792 
2.657 -0.884036 0.464908 
2.658 -0.884558 0.464024 
2.659 -0.88508 0.463139 
2.66 -0.885602 0.462254 
2.661 -0.886124 0.461368 
2.662 -0.886646 0.460482 
2.663 -0.887168 0.459595 
2.664 -0.88769 0.458707 
2.665 -0.888212 0.457819 
2.666 -0.888734 0.456931 
2.667 -0.889256 0.456042 
2.668 -0.889778 0.455152 
2.669 -0.8903 0.454262 
2.67 -0.890822 0.453372 
2.671 -0.891254 0.452481 
2.672 -0.891636 0.451589 
2.673 -0.892018 0.450697 
2.674 -0.8924 0.449805 
2.675 -0.892783 0.448913 
2.676 -0.893165 0.44802 
2.677 -0.893547 0.447126 
2.678 -0.89393 0.446233 
2.679 -0.894312 0.445338 
2.68 -0.894694 0.444444 
2.681 -0.895076 0.443549 
2.682 -0.895459 0.442654 
2.683 -0.895841 0.441758 
2.684 -0.896223 0.440862 
2.685 -0.896606 0.439966 
2.686 -0.896988 0.439069 
2.687 -0.89737 0.438172 
2.688 -0.897753 0.437274 
2.689 -0.898135 0.436376 
2.69 -0.898517 0.435478 
2.691 -0.898899 0.434579 
2.692 -0.899282 0.43368 
2.693 -0.899664 0.432781 
2.694 -0.900046 0.431881 
2.695 -0.900429 0.430981 
2.696 -0.900811 0.43008 
2.697 -0.901193 0.429179 
