# interpolation 
# x linterp integ
0.921 0.6041 0.794553 
0.922 0.603341 0.795157 
0.923 0.602581 0.79576 
0.924 0.601821 0.796362 
0.925 0.601062 0.796964 
0.926 0.600302 0.797564 
0.927 0.599543 0.798164 
0.928 0.598783 0.798763 
0.929 0.598023 0.799362 
0.93 0.597264 0.799959 
0.931 0.596504 0.800556 
0.932 0.595744 0.801152 
0.933 0.594985 0.801748 
0.934 0.594225 0.802342 
0.935 0.593466 0.802936 
0.936 0.592706 0.803529 
0.937 0.591946 0.804122 
0.938 0.591187 0.804713 
0.939 0.590427 0.805304 
0.94 0.589667 0.805894 
0.941 0.588908 0.806483 
0.942 0.588148 0.807072 
0.943 0.58734 0.80766 
0.944 0.586489 0.808247 
0.945 0.585637 0.808833 
0.946 0.584785 0.809418 
0.947 0.583933 0.810002 
0.948 0.583082 0.810586 
0.949 0.58223 0.811168 
0.95 0.581378 0.81175 
0.951 0.580526 0.812331 
0.952 0.579675 0.812911 
0.953 0.578823 0.81349 
0.954 0.577971 0.814069 
0.955 0.577119 0.814646 
0.956 0.576268 0.815223 
0.957 0.575416 0.815799 
0.958 0.574564 0.816374 
0.959 0.573712 0.816948 
0.96 0.57286 0.817521 
0.961 0.572009 0.818094 
0.962 0.571157 0.818665 
0.963 0.570305 0.819236 
0.964 0.569453 0.819806 
0.965 0.568602 0.820375 
0.966 0.56775 0.820943 
0.967 0.566898 0.821511 
0.968 0.566046 0.822077 
0.969 0.565195 0.822643 
0.97 0.564343 0.823207 
0.971 0.563491 0.823771 
0.972 0.562639 0.824334 
0.973 0.561788 0.824897 
0.974 0.560936 0.825458 
0.975 0.560084 0.826018 
0.976 0.559232 0.826578 
0.977 0.55838 0.827137 
0.978 0.557529 0.827695 
0.979 0.556677 0.828252 
0.98 0.555825 0.828808 
0.981 0.554973 0.829364 
0.982 0.554122 0.829918 
0.983 0.55327 0.830472 
0.984 0.552418 0.831025 
0.985 0.551566 0.831577 
0.986 0.550715 0.832128 
0.987 0.549863 0.832678 
0.988 0.549011 0.833228 
0.989 0.548159 0.833776 
0.99 0.547308 0.834324 
0.991 0.546456 0.834871 
0.992 0.545604 0.835417 
0.993 0.544752 0.835962 
0.994 0.543901 0.836506 
0.995 0.543049 0.83705 
0.996 0.542197 0.837592 
0.997 0.541345 0.838134 
0.998 0.540493 0.838675 
0.999 0.539642 0.839215 
1 0.53879 0.839754 
1.001 0.537938 0.840293 
1.002 0.537086 0.84083 
1.003 0.536235 0.841367 
1.004 0.535383 0.841903 
1.005 0.534531 0.842438 
1.006 0.533679 0.842972 
1.007 0.532828 0.843505 
1.008 0.531976 0.844037 
1.009 0.531124 0.844569 
1.01 0.530272 0.8451 
1.011 0.529421 0.84563 
1.012 0.528569 0.846159 
1.013 0.527717 0.846687 
1.014 0.526865 0.847214 
1.015 0.526013 0.84774 
1.016 0.525162 0.848266 
1.017 0.52431 0.848791 
1.018 0.523458 0.849315 
1.019 0.522606 0.849838 
1.02 0.521755 0.85036 
1.021 0.520903 0.850881 
1.022 0.520051 0.851402 
1.023 0.519199 0.851921 
1.024 0.518348 0.85244 
1.025 0.517496 0.852958 
1.026 0.516644 0.853475 
1.027 0.515792 0.853991 
1.028 0.514941 0.854507 
1.029 0.514089 0.855021 
1.03 0.513237 0.855535 
1.031 0.512385 0.856048 
1.032 0.511533 0.85656 
1.033 0.510682 0.857071 
1.034 0.50983 0.857581 
1.035 0.508978 0.85809 
1.036 0.508126 0.858599 
1.037 0.507275 0.859107 
1.038 0.506423 0.859613 
1.039 0.505571 0.860119 
1.04 0.504719 0.860625 
1.041 0.503868 0.861129 
1.042 0.503016 0.861632 
1.043 0.502164 0.862135 
1.044 0.501312 0.862637 
1.045 0.500461 0.863138 
1.046 0.499609 0.863638 
1.047 0.498757 0.864137 
1.048 0.497905 0.864635 
1.049 0.497053 0.865133 
1.05 0.496202 0.865629 
1.051 0.49535 0.866125 
1.052 0.494498 0.86662 
1.053 0.493646 0.867114 
1.054 0.492795 0.867607 
1.055 0.491943 0.8681 
1.056 0.491091 0.868591 
1.057 0.490239 0.869082 
1.058 0.489388 0.869572 
1.059 0.488536 0.87006 
1.06 0.487684 0.870549 
1.061 0.486832 0.871036 
1.062 0.485981 0.871522 
1.063 0.485129 0.872008 
1.064 0.484277 0.872493 
1.065 0.483425 0.872976 
1.066 0.482574 0.873459 
1.067 0.481722 0.873942 
1.068 0.48087 0.874423 
1.069 0.480018 0.874903 
1.07 0.479166 0.875383 
1.071 0.478315 0.875862 
1.072 0.477463 0.876339 
1.073 0.476611 0.876817 
1.074 0.475759 0.877293 
1.075 0.474908 0.877768 
1.076 0.474056 0.878243 
1.077 0.473204 0.878716 
1.078 0.472352 0.879189 
1.079 0.471501 0.879661 
1.08 0.470649 0.880132 
1.081 0.469797 0.880602 
1.082 0.468945 0.881072 
1.083 0.468094 0.88154 
1.084 0.467242 0.882008 
1.085 0.46639 0.882475 
1.086 0.465538 0.88294 
1.087 0.464686 0.883406 
1.088 0.463835 0.88387 
1.089 0.462983 0.884333 
1.09 0.462131 0.884796 
1.091 0.461279 0.885258 
1.092 0.460428 0.885718 
1.093 0.459576 0.886178 
1.094 0.458724 0.886638 
1.095 0.457872 0.887096 
1.096 0.457021 0.887553 
1.097 0.456169 0.88801 
1.098 0.455317 0.888466 
1.099 0.454465 0.888921 
1.1 0.453582 0.889375 
1.101 0.452659 0.889828 
1.102 0.451736 0.89028 
1.103 0.450813 0.890731 
1.104 0.44989 0.891181 
1.105 0.448967 0.891631 
1.106 0.448044 0.892079 
1.107 0.447122 0.892527 
1.108 0.446199 0.892974 
1.109 0.445276 0.893419 
1.11 0.444353 0.893864 
1.111 0.44343 0.894308 
1.112 0.442507 0.894751 
1.113 0.441584 0.895193 
1.114 0.440661 0.895634 
1.115 0.439738 0.896074 
1.116 0.438815 0.896514 
1.117 0.437892 0.896952 
1.118 0.436969 0.89739 
1.119 0.436046 0.897826 
1.12 0.435123 0.898262 
1.121 0.434201 0.898696 
1.122 0.433278 0.89913 
1.123 0.432355 0.899563 
1.124 0.431432 0.899995 
1.125 0.430509 0.900426 
1.126 0.429586 0.900856 
1.127 0.428663 0.901285 
1.128 0.42774 0.901713 
1.129 0.426817 0.90214 
1.13 0.425894 0.902567 
1.131 0.424971 0.902992 
1.132 0.424048 0.903417 
1.133 0.423125 0.90384 
1.134 0.422202 0.904263 
1.135 0.421279 0.904685 
1.136 0.420357 0.905105 
1.137 0.419434 0.905525 
1.138 0.418511 0.905944 
1.139 0.417588 0.906362 
1.14 0.416665 0.906779 
1.141 0.415742 0.907196 
1.142 0.414819 0.907611 
1.143 0.413896 0.908025 
1.144 0.412973 0.908439 
1.145 0.41205 0.908851 
1.146 0.411127 0.909263 
1.147 0.410204 0.909674 
1.148 0.409281 0.910083 
1.149 0.408358 0.910492 
1.15 0.407436 0.9109 
1.151 0.406513 0.911307 
1.152 0.40559 0.911713 
1.153 0.404667 0.912118 
1.154 0.403744 0.912522 
1.155 0.402821 0.912926 
1.156 0.401898 0.913328 
1.157 0.400975 0.913729 
1.158 0.400052 0.91413 
1.159 0.399129 0.91453 
1.16 0.398206 0.914928 
1.161 0.397283 0.915326 
1.162 0.39636 0.915723 
1.163 0.395437 0.916119 
1.164 0.394515 0.916514 
1.165 0.393592 0.916908 
1.166 0.392669 0.917301 
1.167 0.391746 0.917693 
1.168 0.390823 0.918084 
1.169 0.3899 0.918475 
1.17 0.388977 0.918864 
1.171 0.388054 0.919253 
1.172 0.387131 0.91964 
1.173 0.386208 0.920027 
1.174 0.385285 0.920413 
1.175 0.384362 0.920797 
1.176 0.383439 0.921181 
1.177 0.382516 0.921564 
1.178 0.381593 0.921946 
1.179 0.380671 0.922328 
1.18 0.379748 0.922708 
1.181 0.378825 0.923087 
1.182 0.377902 0.923465 
1.183 0.376979 0.923843 
1.184 0.376056 0.924219 
1.185 0.375133 0.924595 
1.186 0.37421 0.92497 
1.187 0.373287 0.925343 
1.188 0.372364 0.925716 
1.189 0.371441 0.926088 
1.19 0.370518 0.926459 
1.191 0.369595 0.926829 
1.192 0.368672 0.927198 
1.193 0.36775 0.927566 
1.194 0.366827 0.927934 
1.195 0.365904 0.9283 
1.196 0.364981 0.928666 
1.197 0.364058 0.92903 
1.198 0.363135 0.929394 
1.199 0.362212 0.929756 
1.2 0.361289 0.930118 
1.201 0.360366 0.930479 
1.202 0.359443 0.930839 
1.203 0.35852 0.931198 
1.204 0.357597 0.931556 
1.205 0.356674 0.931913 
1.206 0.355751 0.932269 
1.207 0.354829 0.932625 
1.208 0.353906 0.932979 
1.209 0.352983 0.933332 
1.21 0.35206 0.933685 
1.211 0.351137 0.934036 
1.212 0.350214 0.934387 
1.213 0.349291 0.934737 
1.214 0.348368 0.935086 
1.215 0.347445 0.935434 
1.216 0.346522 0.935781 
1.217 0.345599 0.936127 
1.218 0.344676 0.936472 
1.219 0.343753 0.936816 
1.22 0.34283 0.937159 
1.221 0.341908 0.937502 
1.222 0.340985 0.937843 
1.223 0.340062 0.938184 
1.224 0.339139 0.938523 
1.225 0.338216 0.938862 
1.226 0.337293 0.9392 
1.227 0.33637 0.939536 
1.228 0.335447 0.939872 
1.229 0.334524 0.940207 
1.23 0.333601 0.940541 
1.231 0.332678 0.940875 
1.232 0.331755 0.941207 
1.233 0.330832 0.941538 
1.234 0.329909 0.941868 
1.235 0.328986 0.942198 
1.236 0.328064 0.942526 
1.237 0.327141 0.942854 
1.238 0.326218 0.943181 
1.239 0.325295 0.943506 
1.24 0.324372 0.943831 
1.241 0.323449 0.944155 
1.242 0.322526 0.944478 
1.243 0.321603 0.9448 
1.244 0.32068 0.945121 
1.245 0.319757 0.945442 
1.246 0.318834 0.945761 
1.247 0.317911 0.946079 
1.248 0.316988 0.946397 
1.249 0.316065 0.946713 
1.25 0.315143 0.947029 
1.251 0.31422 0.947344 
1.252 0.313297 0.947657 
1.253 0.312374 0.94797 
1.254 0.311451 0.948282 
1.255 0.310528 0.948593 
1.256 0.309605 0.948903 
1.257 0.308664 0.949212 
1.258 0.307693 0.94952 
1.259 0.306722 0.949828 
1.26 0.30575 0.950134 
1.261 0.304779 0.950439 
1.262 0.303808 0.950743 
1.263 0.302836 0.951047 
1.264 0.301865 0.951349 
1.265 0.300893 0.951651 
1.266 0.299922 0.951951 
1.267 0.298951 0.95225 
1.268 0.297979 0.952549 
1.269 0.297008 0.952846 
1.27 0.296037 0.953143 
1.271 0.295065 0.953438 
1.272 0.294094 0.953733 
1.273 0.293123 0.954027 
1.274 0.292151 0.954319 
1.275 0.29118 0.954611 
1.276 0.290208 0.954902 
1.277 0.289237 0.955191 
1.278 0.288266 0.95548 
1.279 0.287294 0.955768 
1.28 0.286323 0.956055 
1.281 0.285352 0.95634 
1.282 0.28438 0.956625 
1.283 0.283409 0.956909 
1.284 0.282437 0.957192 
1.285 0.281466 0.957474 
1.286 0.280495 0.957755 
1.287 0.279523 0.958035 
1.288 0.278552 0.958314 
1.289 0.277581 0.958592 
1.29 0.276609 0.958869 
1.291 0.275638 0.959145 
1.292 0.274666 0.959421 
1.293 0.273695 0.959695 
1.294 0.272724 0.959968 
1.295 0.271752 0.96024 
1.296 0.270781 0.960511 
1.297 0.26981 0.960782 
1.298 0.268838 0.961051 
1.299 0.267867 0.961319 
1.3 0.266896 0.961587 
1.301 0.265924 0.961853 
1.302 0.264953 0.962119 
1.303 0.263981 0.962383 
1.304 0.26301 0.962647 
1.305 0.262039 0.962909 
1.306 0.261067 0.963171 
1.307 0.260096 0.963431 
1.308 0.259125 0.963691 
1.309 0.258153 0.96395 
1.31 0.257182 0.964207 
1.311 0.25621 0.964464 
1.312 0.255239 0.96472 
1.313 0.254268 0.964974 
1.314 0.253296 0.965228 
1.315 0.252325 0.965481 
1.316 0.251354 0.965733 
1.317 0.250382 0.965984 
1.318 0.249411 0.966234 
1.319 0.248439 0.966482 
1.32 0.247468 0.96673 
1.321 0.246497 0.966977 
1.322 0.245525 0.967223 
1.323 0.244554 0.967468 
1.324 0.243583 0.967713 
1.325 0.242611 0.967956 
1.326 0.24164 0.968198 
1.327 0.240669 0.968439 
1.328 0.239697 0.968679 
1.329 0.238726 0.968918 
1.33 0.237754 0.969157 
1.331 0.236783 0.969394 
1.332 0.235812 0.96963 
1.333 0.23484 0.969865 
1.334 0.233869 0.9701 
1.335 0.232898 0.970333 
1.336 0.231926 0.970566 
1.337 0.230955 0.970797 
1.338 0.229983 0.971028 
1.339 0.229012 0.971257 
1.34 0.228041 0.971486 
1.341 0.227069 0.971713 
1.342 0.226098 0.97194 
1.343 0.225127 0.972165 
1.344 0.224155 0.97239 
1.345 0.223184 0.972614 
1.346 0.222212 0.972836 
1.347 0.221241 0.973058 
1.348 0.22027 0.973279 
1.349 0.219298 0.973499 
1.35 0.218327 0.973717 
1.351 0.217356 0.973935 
1.352 0.216384 0.974152 
1.353 0.215413 0.974368 
1.354 0.214442 0.974583 
1.355 0.21347 0.974797 
1.356 0.212499 0.97501 
1.357 0.211527 0.975222 
1.358 0.210556 0.975433 
1.359 0.209585 0.975643 
1.36 0.208613 0.975852 
1.361 0.207642 0.97606 
1.362 0.206671 0.976267 
1.363 0.205699 0.976474 
1.364 0.204728 0.976679 
1.365 0.203756 0.976883 
1.366 0.202785 0.977086 
1.367 0.201814 0.977289 
1.368 0.200842 0.97749 
1.369 0.199871 0.97769 
1.37 0.1989 0.97789 
1.371 0.197928 0.978088 
1.372 0.196957 0.978285 
1.373 0.195985 0.978482 
1.374 0.195014 0.978677 
1.375 0.194043 0.978872 
1.376 0.193071 0.979066 
1.377 0.1921 0.979258 
1.378 0.191129 0.97945 
1.379 0.190157 0.97964 
1.38 0.189186 0.97983 
1.381 0.188214 0.980019 
1.382 0.187243 0.980206 
1.383 0.186272 0.980393 
1.384 0.1853 0.980579 
1.385 0.184329 0.980764 
1.386 0.183358 0.980948 
1.387 0.182386 0.981131 
1.388 0.181415 0.981312 
1.389 0.180444 0.981493 
1.39 0.179472 0.981673 
1.391 0.178501 0.981852 
1.392 0.177529 0.98203 
1.393 0.176558 0.982207 
1.394 0.175587 0.982383 
1.395 0.174615 0.982559 
1.396 0.173644 0.982733 
1.397 0.172673 0.982906 
1.398 0.171701 0.983078 
1.399 0.17073 0.983249 
1.4 0.169758 0.98342 
1.401 0.168787 0.983589 
1.402 0.167816 0.983757 
1.403 0.166844 0.983924 
1.404 0.165873 0.984091 
1.405 0.164902 0.984256 
1.406 0.16393 0.984421 
1.407 0.162959 0.984584 
1.408 0.161987 0.984746 
1.409 0.161016 0.984908 
1.41 0.160045 0.985069 
1.411 0.159073 0.985228 
1.412 0.158102 0.985387 
1.413 0.157131 0.985544 
1.414 0.156152 0.985701 
1.415 0.155156 0.985857 
1.416 0.154161 0.986011 
1.417 0.153165 0.986165 
1.418 0.152169 0.986318 
1.419 0.151173 0.986469 
1.42 0.150177 0.98662 
1.421 0.149181 0.98677 
1.422 0.148185 0.986918 
1.423 0.147189 0.987066 
1.424 0.146193 0.987213 
1.425 0.145198 0.987358 
1.426 0.144202 0.987503 
1.427 0.143206 0.987647 
1.428 0.14221 0.987789 
1.429 0.141214 0.987931 
1.43 0.140218 0.988072 
1.431 0.139222 0.988212 
1.432 0.138226 0.98835 
1.433 0.13723 0.988488 
1.434 0.136234 0.988625 
1.435 0.135239 0.988761 
1.436 0.134243 0.988895 
1.437 0.133247 0.989029 
1.438 0.132251 0.989162 
1.439 0.131255 0.989294 
1.44 0.130259 0.989424 
1.441 0.129263 0.989554 
1.442 0.128267 0.989683 
1.443 0.127271 0.989811 
1.444 0.126276 0.989937 
1.445 0.12528 0.990063 
1.446 0.124284 0.990188 
1.447 0.123288 0.990312 
1.448 0.122292 0.990434 
1.449 0.121296 0.990556 
1.45 0.1203 0.990677 
1.451 0.119304 0.990797 
1.452 0.118308 0.990916 
1.453 0.117313 0.991033 
1.454 0.116317 0.99115 
1.455 0.115321 0.991266 
1.456 0.114325 0.991381 
1.457 0.113329 0.991495 
1.458 0.112333 0.991608 
1.459 0.111337 0.991719 
1.46 0.110341 0.99183 
1.461 0.109345 0.99194 
1.462 0.108349 0.992049 
1.463 0.107354 0.992157 
1.464 0.106358 0.992264 
1.465 0.105362 0.99237 
1.466 0.104366 0.992474 
1.467 0.10337 0.992578 
1.468 0.102374 0.992681 
1.469 0.101378 0.992783 
1.47 0.100382 0.992884 
1.471 0.0993864 0.992984 
1.472 0.0983905 0.993083 
1.473 0.0973947 0.993181 
1.474 0.0963988 0.993277 
1.475 0.0954029 0.993373 
1.476 0.094407 0.993468 
1.477 0.0934111 0.993562 
1.478 0.0924152 0.993655 
1.479 0.0914193 0.993747 
1.48 0.0904234 0.993838 
1.481 0.0894275 0.993928 
1.482 0.0884316 0.994017 
1.483 0.0874357 0.994105 
1.484 0.0864398 0.994192 
1.485 0.0854439 0.994278 
1.486 0.084448 0.994363 
1.487 0.0834522 0.994446 
1.488 0.0824563 0.994529 
1.489 0.0814604 0.994611 
1.49 0.0804645 0.994692 
1.491 0.0794686 0.994772 
1.492 0.0784727 0.994851 
1.493 0.0774768 0.994929 
1.494 0.0764809 0.995006 
1.495 0.075485 0.995082 
1.496 0.0744891 0.995157 
1.497 0.0734932 0.995231 
1.498 0.0724973 0.995304 
1.499 0.0715014 0.995376 
1.5 0.0705055 0.995447 
1.501 0.0695097 0.995517 
1.502 0.0685138 0.995586 
1.503 0.0675179 0.995654 
1.504 0.066522 0.995721 
1.505 0.0655261 0.995787 
1.506 0.0645302 0.995852 
1.507 0.0635343 0.995916 
1.508 0.0625384 0.995979 
1.509 0.0615425 0.996041 
1.51 0.0605466 0.996102 
1.511 0.0595507 0.996163 
1.512 0.0585548 0.996222 
1.513 0.0575589 0.99628 
1.514 0.056563 0.996337 
1.515 0.0555672 0.996393 
1.516 0.0545713 0.996448 
1.517 0.0535754 0.996502 
1.518 0.0525795 0.996555 
1.519 0.0515836 0.996607 
1.52 0.0505877 0.996658 
1.521 0.0495918 0.996708 
1.522 0.0485959 0.996757 
1.523 0.0476 0.996805 
1.524 0.0466041 0.996853 
1.525 0.0456082 0.996899 
1.526 0.0446123 0.996944 
1.527 0.0436164 0.996988 
1.528 0.0426206 0.997031 
1.529 0.0416247 0.997073 
1.53 0.0406288 0.997114 
1.531 0.0396329 0.997154 
1.532 0.038637 0.997193 
1.533 0.0376411 0.997232 
1.534 0.0366452 0.997269 
1.535 0.0356493 0.997305 
1.536 0.0346534 0.99734 
1.537 0.0336575 0.997374 
1.538 0.0326616 0.997407 
1.539 0.0316657 0.99744 
1.54 0.0306698 0.997471 
1.541 0.0296739 0.997501 
1.542 0.0286781 0.99753 
1.543 0.0276822 0.997558 
1.544 0.0266863 0.997585 
1.545 0.0256904 0.997612 
1.546 0.0246945 0.997637 
1.547 0.0236986 0.997661 
1.548 0.0227027 0.997684 
1.549 0.0217068 0.997706 
1.55 0.0207109 0.997728 
1.551 0.019715 0.997748 
1.552 0.0187191 0.997767 
1.553 0.0177232 0.997785 
1.554 0.0167273 0.997803 
1.555 0.0157314 0.997819 
1.556 0.0147356 0.997834 
1.557 0.0137397 0.997848 
1.558 0.0127438 0.997861 
1.559 0.0117479 0.997874 
1.56 0.010752 0.997885 
1.561 0.00975609 0.997895 
1.562 0.0087602 0.997904 
1.563 0.00776431 0.997913 
1.564 0.00676841 0.99792 
1.565 0.00577252 0.997926 
1.566 0.00477663 0.997932 
1.567 0.00378073 0.997936 
1.568 0.00278484 0.997939 
1.569 0.00178895 0.997941 
1.57 0.000793056 0.997943 
1.571 -0.000202837 0.997943 
1.572 -0.00119873 0.997942 
1.573 -0.00219462 0.997941 
1.574 -0.00319051 0.997938 
1.575 -0.00418641 0.997934 
1.576 -0.0051823 0.99793 
1.577 -0.00617819 0.997924 
1.578 -0.00717409 0.997917 
1.579 -0.00816998 0.997909 
1.58 -0.00916587 0.997901 
1.581 -0.0101618 0.997891 
1.582 -0.0111577 0.99788 
1.583 -0.0121535 0.997869 
1.584 -0.0131494 0.997856 
1.585 -0.0141453 0.997843 
1.586 -0.0151412 0.997828 
1.587 -0.0161371 0.997812 
1.588 -0.017133 0.997796 
1.589 -0.0181289 0.997778 
1.59 -0.0191248 0.997759 
1.591 -0.0201207 0.99774 
1.592 -0.0211166 0.997719 
1.593 -0.0221125 0.997697 
1.594 -0.0231084 0.997675 
1.595 -0.0241043 0.997651 
1.596 -0.0251002 0.997627 
1.597 -0.026096 0.997601 
1.598 -0.0270919 0.997574 
1.599 -0.0280878 0.997547 
1.6 -0.0290837 0.997518 
1.601 -0.0300796 0.997489 
1.602 -0.0310755 0.997458 
1.603 -0.0320714 0.997427 
1.604 -0.0330673 0.997394 
1.605 -0.0340632 0.99736 
1.606 -0.0350591 0.997326 
1.607 -0.036055 0.99729 
1.608 -0.0370509 0.997254 
1.609 -0.0380468 0.997216 
1.61 -0.0390427 0.997178 
1.611 -0.0400385 0.997138 
1.612 -0.0410344 0.997098 
1.613 -0.0420303 0.997056 
1.614 -0.0430262 0.997014 
1.615 -0.0440221 0.99697 
1.616 -0.045018 0.996925 
1.617 -0.0460139 0.99688 
1.618 -0.0470098 0.996833 
1.619 -0.0480057 0.996786 
1.62 -0.0490016 0.996737 
1.621 -0.0499975 0.996688 
1.622 -0.0509934 0.996637 
1.623 -0.0519893 0.996586 
1.624 -0.0529852 0.996533 
1.625 -0.053981 0.99648 
1.626 -0.0549769 0.996426 
1.627 -0.0559728 0.99637 
1.628 -0.0569687 0.996314 
1.629 -0.0579646 0.996256 
1.63 -0.0589605 0.996198 
1.631 -0.0599564 0.996138 
1.632 -0.0609523 0.996078 
1.633 -0.0619482 0.996016 
1.634 -0.0629441 0.995954 
1.635 -0.06394 0.99589 
1.636 -0.0649359 0.995826 
1.637 -0.0659318 0.995761 
1.638 -0.0669276 0.995694 
1.639 -0.0679235 0.995627 
1.64 -0.0689194 0.995558 
1.641 -0.0699153 0.995489 
1.642 -0.0709112 0.995418 
1.643 -0.0719071 0.995347 
1.644 -0.072903 0.995275 
1.645 -0.0738989 0.995201 
1.646 -0.0748948 0.995127 
1.647 -0.0758907 0.995051 
1.648 -0.0768866 0.994975 
1.649 -0.0778825 0.994898 
1.65 -0.0788784 0.994819 
1.651 -0.0798743 0.99474 
1.652 -0.0808701 0.99466 
1.653 -0.081866 0.994578 
1.654 -0.0828619 0.994496 
1.655 -0.0838578 0.994412 
1.656 -0.0848537 0.994328 
1.657 -0.0858496 0.994243 
1.658 -0.0868455 0.994156 
1.659 -0.0878414 0.994069 
1.66 -0.0888373 0.993981 
1.661 -0.0898332 0.993891 
1.662 -0.0908291 0.993801 
1.663 -0.091825 0.99371 
1.664 -0.0928209 0.993617 
1.665 -0.0938168 0.993524 
1.666 -0.0948126 0.99343 
1.667 -0.0958085 0.993334 
1.668 -0.0968044 0.993238 
1.669 -0.0978003 0.993141 
1.67 -0.0987962 0.993043 
1.671 -0.0997921 0.992943 
1.672 -0.100788 0.992843 
1.673 -0.101784 0.992742 
1.674 -0.10278 0.992639 
1.675 -0.103776 0.992536 
1.676 -0.104772 0.992432 
1.677 -0.105767 0.992327 
1.678 -0.106763 0.99222 
1.679 -0.107759 0.992113 
1.68 -0.108755 0.992005 
1.681 -0.109751 0.991896 
1.682 -0.110747 0.991785 
1.683 -0.111743 0.991674 
1.684 -0.112739 0.991562 
1.685 -0.113735 0.991449 
1.686 -0.114731 0.991334 
1.687 -0.115726 0.991219 
1.688 -0.116722 0.991103 
1.689 -0.117718 0.990986 
1.69 -0.118714 0.990867 
1.691 -0.11971 0.990748 
1.692 -0.120706 0.990628 
1.693 -0.121702 0.990507 
1.694 -0.122698 0.990385 
1.695 -0.123694 0.990261 
1.696 -0.124689 0.990137 
1.697 -0.125685 0.990012 
1.698 -0.126681 0.989886 
1.699 -0.127677 0.989759 
1.7 -0.128673 0.98963 
1.701 -0.129669 0.989501 
1.702 -0.130665 0.989371 
1.703 -0.131661 0.98924 
1.704 -0.132657 0.989108 
1.705 -0.133652 0.988975 
1.706 -0.134648 0.988841 
1.707 -0.135644 0.988705 
1.708 -0.13664 0.988569 
1.709 -0.137636 0.988432 
1.71 -0.138632 0.988294 
1.711 -0.139628 0.988155 
1.712 -0.140624 0.988015 
1.713 -0.14162 0.987874 
1.714 -0.142615 0.987731 
1.715 -0.143611 0.987588 
1.716 -0.144607 0.987444 
1.717 -0.145603 0.987299 
1.718 -0.146599 0.987153 
1.719 -0.147595 0.987006 
1.72 -0.148591 0.986858 
1.721 -0.149587 0.986709 
1.722 -0.150583 0.986559 
1.723 -0.151579 0.986408 
1.724 -0.152574 0.986256 
1.725 -0.15357 0.986102 
1.726 -0.154566 0.985948 
1.727 -0.155562 0.985793 
1.728 -0.156555 0.985637 
1.729 -0.157526 0.98548 
1.73 -0.158498 0.985322 
1.731 -0.159469 0.985163 
1.732 -0.16044 0.985003 
1.733 -0.161412 0.984842 
1.734 -0.162383 0.98468 
1.735 -0.163355 0.984518 
1.736 -0.164326 0.984354 
1.737 -0.165297 0.984189 
1.738 -0.166269 0.984023 
1.739 -0.16724 0.983856 
1.74 -0.168211 0.983689 
1.741 -0.169183 0.98352 
1.742 -0.170154 0.98335 
1.743 -0.171126 0.98318 
1.744 -0.172097 0.983008 
1.745 -0.173068 0.982835 
1.746 -0.17404 0.982662 
1.747 -0.175011 0.982487 
1.748 -0.175982 0.982312 
1.749 -0.176954 0.982135 
1.75 -0.177925 0.981958 
1.751 -0.178896 0.98178 
1.752 -0.179868 0.9816 
1.753 -0.180839 0.98142 
1.754 -0.181811 0.981238 
1.755 -0.182782 0.981056 
1.756 -0.183753 0.980873 
1.757 -0.184725 0.980689 
1.758 -0.185696 0.980503 
1.759 -0.186667 0.980317 
1.76 -0.187639 0.98013 
1.761 -0.18861 0.979942 
1.762 -0.189582 0.979753 
1.763 -0.190553 0.979563 
1.764 -0.191524 0.979372 
1.765 -0.192496 0.97918 
1.766 -0.193467 0.978987 
1.767 -0.194438 0.978793 
1.768 -0.19541 0.978598 
1.769 -0.196381 0.978402 
1.77 -0.197353 0.978205 
1.771 -0.198324 0.978007 
1.772 -0.199295 0.977809 
1.773 -0.200267 0.977609 
1.774 -0.201238 0.977408 
1.775 -0.202209 0.977206 
1.776 -0.203181 0.977004 
1.777 -0.204152 0.9768 
1.778 -0.205123 0.976595 
1.779 -0.206095 0.97639 
1.78 -0.207066 0.976183 
1.781 -0.208038 0.975976 
1.782 -0.209009 0.975767 
1.783 -0.20998 0.975558 
1.784 -0.210952 0.975347 
1.785 -0.211923 0.975136 
1.786 -0.212894 0.974923 
1.787 -0.213866 0.97471 
1.788 -0.214837 0.974495 
1.789 -0.215809 0.97428 
1.79 -0.21678 0.974064 
1.791 -0.217751 0.973847 
1.792 -0.218723 0.973628 
1.793 -0.219694 0.973409 
1.794 -0.220665 0.973189 
1.795 -0.221637 0.972968 
1.796 -0.222608 0.972746 
1.797 -0.22358 0.972523 
1.798 -0.224551 0.972299 
1.799 -0.225522 0.972073 
1.8 -0.226494 0.971847 
1.801 -0.227465 0.971621 
1.802 -0.228436 0.971393 
1.803 -0.229408 0.971164 
1.804 -0.230379 0.970934 
1.805 -0.23135 0.970703 
1.806 -0.232322 0.970471 
1.807 -0.233293 0.970238 
1.808 -0.234265 0.970004 
1.809 -0.235236 0.96977 
1.81 -0.236207 0.969534 
1.811 -0.237179 0.969297 
1.812 -0.23815 0.96906 
1.813 -0.239121 0.968821 
1.814 -0.240093 0.968581 
1.815 -0.241064 0.968341 
1.816 -0.242036 0.968099 
1.817 -0.243007 0.967857 
1.818 -0.243978 0.967613 
1.819 -0.24495 0.967369 
1.82 -0.245921 0.967123 
1.821 -0.246892 0.966877 
1.822 -0.247864 0.96663 
1.823 -0.248835 0.966381 
